zone_1
8936.480641
8437.556316
8040.661505
7712.591491
7571.235488
7481.914537
7059.699734
7137.242165
7345.382375
7893.836139
8222.371176
8502.95234
8371.334266
8205.026158
8155.031696
8138.151701
8931.941322
9212.522486
9134.980056
9086.838798
8921.550986
9423.536196
9479.652429
9294.881873
8785.883835
8428.780534
8172.686453
8069.612172
8268.545255
8801.114849
9051.050453
9730.567019
10058.08176
10445.81838
10606.00472
10746.80545
10663.14125
10595.80178
10631.5121
10681.48209
11508.94145
11617.09274
11209.99497
10900.88226
10385.63321
10617.2402
10524.39335
10262.26314
9637.1917
9223.972168
8980.121629
8904.314915
9079.500806
9721.981874
10134.23395
10864.76527
11110.6564
11401.74539
11540.50553
11508.87638
11429.29336
11344.60886
11406.84687
11333.08075
11952.39989
11938.11576
11480.00325
11174.88216
10649.43016
10976.9449
10841.24565
10519.38929
9801.351443
9391.192795
9169.788749
9079.311341
9293.90218
9932.935798
10311.44844
10952.19378
11298.07384
11553.83906
11747.69514
11647.70622
11629.3409
11392.63243
11295.70439
11227.67348
11819.44466
11705.1716
11238.89672
10924.66268
10413.49481
10774.67929
10735.90808
10522.02553
9646.970697
9188.858177
8859.302846
8632.169125
8581.546462
8645.196856
8711.594035
9248.26928
9710.462981
10228.38082
10441.6225
10529.36789
10355.91771
10190.6299
10092.68156
10076.74894
10760.34669
10827.68616
10530.78027
10222.57315
9831.800108
10048.10268
10126.6654
9837.059694
9140.090557
8750.337813
8467.716057
8240.541026
8217.425023
8292.257355
8136.678376
8396.853638
8916.183866
9544.334888
9943.270289
10209.56732
9911.64114
9709.622702
9495.360722
9574.274234
10274.1967
10618.03616
10531.31108
10240.00078
9880.856893
10101.24064
9965.54139
9650.062736
9132.891959
8871.696401
8689.063572
8709.831566
9184.6309
10375.67742
11189.90594
11625.57196
11735.76384
11933.33901
12064.95709
12023.12498
12002.71908
11909.87221
11954.7652
11883.70663
12638.72505
12675.45566
12039.8118
11693.89875
11060.29546
11261.29361
11108.24934
10865.68221
10196.54514
9819.03594
9674.154029
9503.209468
9944.441992
10889.70031
11725.50943
12139.74925
12110.1607
12258.65876
12392.31743
12188.2584
12285.18644
12101.53332
12174.99456
11991.80645
12834.57024
12733.56103
12244.83966
11704.91614
11153.95676
11427.39586
11216.19476
10946.73971
10401.01105
10023.50184
9842.909603
9864.31133
10028.55438
11073.31214
11810.94882
12303.75138
12305.79196
12461.92159
12553.74815
12542.5249
12621.08763
12475.18543
12499.67251
12280.28458
12971.02439
12902.66462
12309.87314
11981.37481
11291.6553
11464.08517
11299.81766
11188.69113
10569.74146
10160.60311
9980.010869
9869.51412
10025.3144
10991.22903
11797.31503
12175.84453
12194.20985
12223.08298
12386.3302
12246.54977
12141.45937
11793.53872
11952.70477
11987.08993
12848.21903
12859.44228
12373.78179
12093.14779
11382.00207
11590.14229
11534.02605
11453.97964
10802.26098
10300.27577
10145.19091
10040.42937
10320.31909
11347.06487
12166.34501
12526.50919
12592.82838
12876.14157
12949.60282
12692.48844
12536.38329
12429.25229
12210.90913
11977.59041
12594.86897
12630.5793
12132.67527
11800.07591
11205.24384
11735.79731
11803.1368
11566.80776
10821.33041
10357.09612
9961.221601
9601.44951
9452.878514
9460.412676
9511.505428
10129.80428
10657.29688
11089.50992
11284.38629
11252.75714
10934.42506
10754.85311
10769.13724
10746.06256
11568.42043
11761.25621
11355.17875
11019.42365
10700.07127
10971.46979
11078.60077
11004.27734
10398.11447
9972.651394
9575.756583
9307.769746
9109.162979
9084.006386
8972.300099
9370.215205
9963.006683
10620.74627
11180.8883
11197.21302
10873.77946
10548.30531
10314.65772
10054.83325
10922.08412
11529.15973
11447.53611
11219.48413
10824.6299
11091.94723
11111.33284
10897.8837
10601.09667
10189.91773
9921.580105
9814.811207
10135.54597
11260.27331
12129.59777
12581.58852
12762.18076
12879.1526
12959.75592
12800.58988
12775.0825
12692.43859
12718.96627
12690.7601
13437.61614
13680.44639
13045.82281
12562.16992
11915.30279
12277.50758
12244.85813
12068.61019
11354.58013
10886.26466
10507.73516
10315.3644
10518.86816
11567.1763
12248.92083
12600.92266
12794.77873
12923.89119
12944.2971
12738.19749
12791.25283
12634.12737
12616.78236
12365.23448
13109.02964
13284.5204
12787.63667
12304.84968
11689.61171
12032.43088
12104.87183
11957.8522
11470.28036
11123.38001
10819.33205
10533.62494
10657.05619
11599.78442
12326.19786
12663.91555
12790.43215
13030.22598
12920.03411
12668.02121
12562.9308
12524.15959
12667.00092
12486.3842
13179.16461
13548.51145
13115.90631
12812.91535
12185.43385
12454.79175
12531.31389
12372.2335
11885.9222
11480.86502
11136.00526
10833.69303
10978.27007
11913.57584
12618.65263
12934.94412
13078.80573
13173.99806
13294.39289
13014.83201
12971.97961
12837.30065
12904.64014
12679.87033
13425.70608
13366.52897
12829.85371
12589.01123
12073.76218
12508.40791
12626.76215
12444.68623
11893.97678
11520.54876
11248.12996
10870.94961
10960.04415
11903.12572
12684.65495
13037.67707
13207.04606
13289.3611
13380.16737
12849.6139
12824.10652
12759.82793
12606.78365
12346.93725
12962.17522
13182.55897
12628.53871
12247.98548
11724.57408
12202.0722
12358.17735
12240.20256
11513.09051
11074.36361
10719.30089
10313.61552
10058.93383
10132.78717
10126.7434
10716.47399
11261.3116
11784.33091
11885.34013
11860.85305
11654.75343
11560.88627
11485.38444
11320.48872
12035.71561
12421.38718
11957.15289
11675.47343
11212.25944
11526.51034
11763.21882
11656.24593
11014.37273
10617.47792
10167.52777
9827.099975
9615.22937
9558.443628
9408.98642
9863.017759
10502.74281
11242.106
11642.06171
11853.26279
11480.85508
11200.27391
11006.41783
10911.88117
11573.03242
12100.52501
11928.09513
11686.7793
11129.69815
11346.00072
11355.18338
11258.04788
10957.17968
10642.92877
10334.79964
10126.00123
10395.72124
11463.31205
12142.86161
12476.49812
12631.58298
12920.98471
13056.68396
12878.13231
12959.75592
12843.44228
12788.34634
12557.10143
13116.22317
13361.094
12942.773
12491.76955
11852.04449
12217.31016
12157.11275
12028.81868
11549.4565
11112.77018
10836.2702
10620.43265
10806.59138
11761.03237
12492.77137
12680.50568
12844.7732
12799.41519
12793.29342
12501.48901
12495.36724
12363.74916
12374.97241
12224.43375
12963.12743
13478.37648
13042.71046
12616.0397
11985.49731
12355.86444
12433.40687
12287.40753
11775.3486
11447.83387
11096.85233
10860.11939
10993.75358
11880.36559
12565.96722
12815.93953
13030.20151
13127.15402
13138.37727
13021.04333
13010.84038
12823.10607
12809.84223
12533.31778
13105.70335
13465.86754
13037.34358
12655.78991
12096.66817
12536.41537
12538.45596
12442.63386
11809.40006
11498.21005
11136.00526
10868.38307
11035.4066
11964.5906
12676.80945
12891.07143
12999.22271
13089.31356
13133.18624
12809.75269
12784.24531
12758.73793
12693.43904
12493.15632
13052.27806
13468.55848
12950.24854
12612.47801
12076.82306
12393.11456
12495.14407
12457.95006
11893.97678
11496.06167
11165.48605
10811.77249
10966.16592
11801.0962
12517.32654
12945.8505
12987.6826
13040.40908
13027.14525
12797.57885
12808.80209
12633.31132
12573.11391
12403.05348
12962.17522
13222.35048
12687.71583
12252.06666
11750.08145
12251.04636
12420.41536
12388.14535
11640.62741
11148.84514
10820.31011
10347.28526
10148.7198
10141.96983
10120.62163
10687.90573
11294.98134
11757.80324
11994.51171
11958.80138
11712.91025
11594.55602
11483.34384
11225.60127
11746.97209
12169.37428
11710.24146
11335.71515
10932.69857
11216.34062
11438.76496
11373.62418
10781.74544
10297.10525
9915.514866
9532.234678
9295.87699
9214.604165
9028.416331
9397.763174
10103.80741
10773.79054
11213.53774
11357.39935
10959.48426
10509.53409
10305.47507
10018.10262
10581.30554
11393.46048
11338.36453
11050.11513
10606.28674
10906.25351
10769.53397
10589.75456
10398.05794
10033.81257
9777.718489
9677.071363
9988.623473
11175.58881
11960.22877
12243.87082
12316.31178
12336.35559
12338.39618
11988.43495
12162.90542
12090.46446
12074.13974
11905.13284
12585.6697
12936.65122
12395.8948
11986.72345
11286.80099
11511.26591
11313.32866
11178.91282
10535.28313
10143.4898
9856.78686
9722.572924
10042.39033
11026.41986
11761.21975
12072.40978
12230.55552
12485.16428
12600.45764
12352.52592
12330.07942
12178.05544
12095.41154
11864.26956
12383.59979
12610.10531
12067.3083
11619.21135
10973.36452
11201.91063
11033.56194
10749.82275
10104.10516
9676.601494
9418.466823
9204.180372
9588.807171
10606.01696
11377.32339
11673.20897
11852.78091
12137.46773
12279.28875
12009.93084
11997.68729
11780.36444
11680.37551
11440.58168
11817.07059
12522.09453
12026.23109
11581.41912
11024.33797
11239.62024
11125.34719
10901.9882
10210.59757
9928.996112
9766.769184
9620.562105
9903.899282
10864.71244
11526.93682
11741.1988
11867.7154
12038.40956
12247.57007
12013.92247
12000.65864
11834.35054
11645.59593
11355.52723
11876.89805
12495.19691
12068.71354
11660.54264
11060.6091
11275.89138
11279.97255
10957.09591
10321.09485
9926.240629
9678.308909
9556.731893
9816.745259
10841.97998
11541.65961
11895.70203
12060.98984
12130.53181
12267.25135
11997.89343
12027.482
11859.13329
11710.1702
11413.10242
11802.85516
12126.28873
11433.50832
11105.21613
10615.47446
10956.25304
11064.40433
11032.32151
10353.3288
9851.343591
9576.884197
9319.691024
9134.938808
9183.834178
9166.881114
9700.495475
