BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t76,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6489.0,-0.0,-6489.0,403.6454934861972,7065.061681037954,-0.0,0.0,0.0,0.0,0.0,-5615.707174524151,-0.0,-1853.0,1757.292825475849,0.0,-0.0,0.0,0.0,0.0,0.0,-873.292825475849,-0.0,-884.0
t77,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6670.0,-0.0,-6670.0,315.4445785035578,6808.699578164781,-0.0,0.0,0.0,0.0,0.0,-5219.144156668339,-0.0,-1905.0,2359.855843331661,0.0,-0.0,0.0,0.0,0.0,0.0,-1450.8558433316612,-0.0,-909.0
t78,0.0,5835.868164487234,-0.0,0.0,0.0,0.0,0.0,1515.131835512766,-0.0,-7351.0,1196.4960073559073,1140.7387408054733,-0.0,0.0,0.0,0.0,0.0,-238.2347481613806,-0.0,-2099.0,2278.8970873513854,0.0,-0.0,0.0,0.0,0.0,0.0,-1276.8970873513854,-0.0,-1002.0
t79,0.0,9457.353556842707,-0.0,0.0,0.0,0.0,0.0,-761.3535568427076,-0.0,-8696.0,998.0540653102744,0.0,-0.0,0.0,0.0,0.0,0.0,1485.9459346897256,-0.0,-2484.0,1910.592377847018,0.0,-0.0,0.0,0.0,0.0,0.0,-724.592377847018,-0.0,-1186.0
t80,5183.781118573788,0.0,-0.0,0.0,0.0,0.0,0.0,4365.218881426212,-0.0,-9549.0,6930.988514128456,0.0,-0.0,0.0,0.0,0.0,0.0,-4203.988514128456,-0.0,-2727.0,1463.2303672977564,0.0,-0.0,0.0,0.0,0.0,0.0,-161.2303672977564,-0.0,-1302.0
t81,12417.320476938394,0.0,-7243.320476938394,0.0,0.0,0.0,0.0,4572.0,-0.0,-9746.0,8683.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2783.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1328.0,-0.0,-1328.0
t82,17214.137890430175,0.0,-11939.137890430175,0.0,0.0,0.0,0.0,4559.0,-0.0,-9834.0,12321.97762247731,0.0,-3612.97762247731,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2809.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1341.0,-0.0,-1341.0
t83,5365.0,0.0,-0.0,0.0,0.0,0.0,0.0,4548.0,-0.0,-9913.0,8731.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2831.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1352.0,-0.0,-1352.0
t84,17478.255146390315,0.0,-12163.255146390313,0.0,0.0,0.0,0.0,4554.0,-0.0,-9869.0,23824.31601017464,0.0,-15105.31601017464,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2819.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1346.0,-0.0,-1346.0
t85,17994.67637126572,0.0,-12163.255146390313,0.0,0.0,0.0,0.0,3915.5787751245944,-0.0,-9747.0,8684.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2784.0,0.0,0.0,-656.4212248754058,0.0,0.0,0.0,0.0,1984.4212248754056,-0.0,-1328.0
t86,13647.611013913001,0.0,-8567.611013913001,0.0,0.0,0.0,0.0,4582.0,-0.0,-9662.0,8660.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2760.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1318.0,-0.0,-1318.0
t87,19474.618939919113,0.0,-12163.255146390313,0.0,0.0,0.0,0.0,2172.6362064711993,-0.0,-9484.0,23714.31601017464,0.0,-15105.31601017464,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2709.0,0.0,0.0,-2434.3637935288007,0.0,0.0,0.0,0.0,3727.3637935288007,-0.0,-1293.0
t88,16378.909299263076,0.0,-11608.909299263076,0.0,0.0,0.0,0.0,4620.0,-0.0,-9390.0,8582.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2682.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1280.0,-0.0,-1280.0
t89,10486.333275341061,0.0,-5641.333275341061,0.0,0.0,0.0,0.0,4611.0,-0.0,-9456.0,12520.612601928726,0.0,-3920.612601928726,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2700.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1289.0,-0.0,-1289.0
t90,3019.0831644021764,3799.896304871512,-0.0,0.0,0.0,0.0,0.0,2875.020530726312,-0.0,-9694.0,5934.779850648552,0.0,-0.0,0.0,0.0,0.0,0.0,-3165.779850648552,-0.0,-2769.0,1031.2406800777599,0.0,-0.0,0.0,0.0,0.0,0.0,290.75931992224014,-0.0,-1322.0
t91,0.0,3091.4225743127195,-0.0,0.0,0.0,0.0,0.0,6922.577425687281,-0.0,-10014.0,791.310512611856,7968.689487388144,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2860.0,2387.5774256872805,0.0,-0.0,0.0,0.0,0.0,0.0,-1022.5774256872805,-0.0,-1365.0
t92,0.0,9943.348207831585,-0.0,0.0,0.0,0.0,0.0,484.65179216841557,-0.0,-10428.0,2037.589925517638,0.0,-0.0,0.0,0.0,0.0,0.0,940.410074482362,-0.0,-2978.0,2847.0618666507776,0.0,-0.0,0.0,0.0,0.0,0.0,-1425.0618666507776,-0.0,-1422.0
t93,0.0,10804.751032918048,-0.0,0.0,0.0,0.0,0.0,-642.7510329180486,-0.0,-10162.0,1901.1568769575113,0.0,-0.0,0.0,0.0,0.0,0.0,1000.8431230424887,-0.0,-2902.0,1743.0920901244401,0.0,-0.0,0.0,0.0,0.0,0.0,-358.0920901244401,-0.0,-1385.0
t94,0.0,2761.340105139551,-0.0,0.0,0.0,0.0,0.0,6790.65989486045,-0.0,-9552.0,2384.890079554802,6243.109920445198,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2728.0,2192.659894860449,0.0,-0.0,0.0,0.0,0.0,0.0,-890.6598948604492,-0.0,-1302.0
t95,0.0,3736.7795891191145,-0.0,0.0,0.0,0.0,0.0,4906.2204108808855,-0.0,-8643.0,3461.3006002831385,0.0,-0.0,0.0,0.0,0.0,0.0,-993.3006002831385,-0.0,-2468.0,2474.8793710204263,2616.0404395773203,-0.0,0.0,0.0,0.0,0.0,-3912.9198105977466,-0.0,-1178.0
t96,0.0,5359.220964938373,-0.0,0.0,0.0,0.0,0.0,2428.779035061627,-0.0,-7788.0,3240.6596770427204,0.0,-0.0,0.0,0.0,0.0,0.0,-1016.6596770427204,-0.0,-2224.0,2474.1193580189065,0.0,-0.0,0.0,0.0,0.0,0.0,-1412.1193580189065,-0.0,-1062.0
t97,0.0,2840.6256946790404,-0.0,0.0,0.0,0.0,0.0,6209.37430532096,-0.0,-9050.0,7875.156360507512,0.0,-0.0,0.0,0.0,0.0,0.0,-5291.156360507512,-0.0,-2584.0,2152.217944813448,0.0,-0.0,0.0,0.0,0.0,0.0,-918.217944813448,-0.0,-1234.0
t98,0.0,614.821715345689,-0.0,0.0,0.0,0.0,0.0,7894.178284654311,-0.0,-8509.0,8315.398943193995,0.0,-0.0,0.0,0.0,0.0,0.0,-5885.398943193995,-0.0,-2430.0,3168.7793414603157,0.0,-0.0,0.0,0.0,0.0,0.0,-2008.7793414603157,-0.0,-1160.0
t99,0.0,978.8460519412251,-0.0,0.0,0.0,0.0,0.0,7180.153948058774,-0.0,-8159.0,7342.415023647,0.0,-0.0,0.0,0.0,0.0,0.0,-5012.415023647,-0.0,-2330.0,3279.7389244117744,0.0,-0.0,0.0,0.0,0.0,0.0,-2167.7389244117744,-0.0,-1112.0
t100,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7989.0,-0.0,-7989.0,5901.331401720628,2150.628567764408,-0.0,0.0,0.0,0.0,0.0,-5769.959969485036,-0.0,-2282.0,3308.040030514964,0.0,-0.0,0.0,0.0,0.0,0.0,-2219.040030514964,-0.0,-1089.0
t101,0.0,4367.545217377166,-0.0,0.0,0.0,0.0,0.0,3700.454782622834,-0.0,-8068.0,4356.655005515928,0.0,-0.0,0.0,0.0,0.0,0.0,-2052.6550055159278,-0.0,-2304.0,2747.7997771069063,0.0,-0.0,0.0,0.0,0.0,0.0,-1647.7997771069063,-0.0,-1100.0
t102,4474.986213225561,0.0,-0.0,0.0,0.0,0.0,0.0,3898.013786774439,-0.0,-8373.0,7125.152383358182,0.0,-0.0,0.0,0.0,0.0,0.0,-4734.152383358182,-0.0,-2391.0,304.8614034162565,0.0,-0.0,0.0,0.0,0.0,0.0,836.1385965837435,-0.0,-1141.0
t103,3486.5046695507367,617.3244856844838,-0.0,0.0,0.0,0.0,0.0,5217.170844764779,-0.0,-9321.0,7735.381721026188,0.0,-0.0,0.0,0.0,0.0,0.0,-5073.381721026188,-0.0,-2662.0,1414.7891237385913,0.0,-0.0,0.0,0.0,0.0,0.0,-143.78912373859134,-0.0,-1271.0
t104,6037.0,0.0,-0.0,0.0,0.0,0.0,0.0,4468.0,-0.0,-10505.0,8900.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3000.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1432.0,-0.0,-1432.0
t105,7075.0,0.0,-0.0,0.0,0.0,0.0,0.0,4343.0,-0.0,-11418.0,9161.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3261.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1557.0,-0.0,-1557.0
t106,19348.185254100244,0.0,-11434.185254100244,0.0,0.0,0.0,0.0,4243.0,-0.0,-12157.0,9372.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3472.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1657.0,-0.0,-1657.0
t107,14267.83961412459,0.0,-5693.83961412459,0.0,0.0,0.0,0.0,4163.0,-0.0,-12737.0,9537.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3637.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1737.0,-0.0,-1737.0
t108,22593.316523451314,0.0,-12163.255146390313,0.0,0.0,0.0,0.0,2672.9386229389984,-0.0,-13103.0,9642.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3742.0,0.0,0.0,-1440.0613770610016,0.0,0.0,0.0,0.0,3227.0613770610016,-0.0,-1787.0
t109,22210.184142182003,0.0,-1196.1841421820027,0.0,0.0,0.0,0.0,-7713.0,-0.0,-13301.0,0.0,0.0,-2101.0,0.0,0.0,0.0,0.0,5900.0,-0.0,-3799.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1813.0,-0.0,-1813.0
t110,21584.255146390315,0.0,-12163.255146390313,0.0,0.0,0.0,0.0,4062.0,-0.0,-13483.0,24856.31601017464,0.0,-15105.31601017464,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3851.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1838.0,-0.0,-1838.0
t111,20033.99221657231,0.0,-0.0,0.0,0.0,0.0,0.0,-6447.992216572311,-0.0,-13586.0,2998.4301939408133,0.0,-1566.4224105131245,0.0,0.0,0.0,0.0,2447.992216572311,-0.0,-3880.0,0.0,0.0,-2147.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1853.0
t112,16137.53589906341,0.0,-6650.53589906341,0.0,0.0,0.0,0.0,4054.0,-0.0,-13541.0,9767.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3867.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1846.0,-0.0,-1846.0
t113,11942.236324164445,0.0,-2505.2363241644453,0.0,0.0,0.0,0.0,4060.0,-0.0,-13497.0,9755.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3855.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1840.0,-0.0,-1840.0
t114,6413.636062448279,0.0,-0.0,0.0,0.0,0.0,0.0,6993.363937551721,-0.0,-13407.0,9729.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3829.0,1556.5167301119761,1364.8472074397453,-0.0,0.0,0.0,0.0,0.0,-1093.3639375517214,-0.0,-1828.0
t115,2812.191678516748,2694.2891040242343,-0.0,0.0,0.0,0.0,0.0,7594.519217459017,-0.0,-13101.0,4238.346230520223,5403.653769479777,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3742.0,1810.2776753543305,1671.2415421046865,-0.0,0.0,0.0,0.0,0.0,-1694.519217459017,-0.0,-1787.0
t116,2168.5292779843044,8914.48756703895,-0.0,0.0,0.0,0.0,0.0,1552.9831549767462,-0.0,-12636.0,5175.323693029224,0.0,-0.0,0.0,0.0,0.0,0.0,-1566.3236930292246,-0.0,-3609.0,1709.6594619475215,0.0,-0.0,0.0,0.0,0.0,0.0,13.34053805247845,-0.0,-1723.0
t117,0.0,5842.905231000229,-0.0,0.0,0.0,0.0,0.0,6477.094768999771,-0.0,-12320.0,1084.0365379740624,8334.963462025938,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3519.0,2257.094768999771,0.0,-0.0,0.0,0.0,0.0,0.0,-577.0947689997711,-0.0,-1680.0
t118,0.0,8801.530368295178,-0.0,0.0,0.0,0.0,0.0,3117.4696317048238,-0.0,-11919.0,5390.24208667169,0.0,-0.0,0.0,0.0,0.0,0.0,-1986.2420866716902,-0.0,-3404.0,2756.2275450331335,0.0,-0.0,0.0,0.0,0.0,0.0,-1131.2275450331335,-0.0,-1625.0
t119,0.0,5469.906471312932,-0.0,0.0,0.0,0.0,0.0,5332.093528687068,-0.0,-10802.0,7606.751278145171,0.0,-0.0,0.0,0.0,0.0,0.0,-4521.751278145171,-0.0,-3085.0,2283.342250541897,0.0,-0.0,0.0,0.0,0.0,0.0,-810.3422505418971,-0.0,-1473.0
t120,0.0,2706.732521258803,-0.0,0.0,0.0,0.0,0.0,6914.267478741197,-0.0,-9621.0,7699.055872279472,0.0,-0.0,0.0,0.0,0.0,0.0,-4951.055872279472,-0.0,-2748.0,3275.211606461725,0.0,-0.0,0.0,0.0,0.0,0.0,-1963.2116064617248,-0.0,-1312.0
t121,0.0,5415.283801634824,-0.0,0.0,0.0,0.0,0.0,5087.716198365176,-0.0,-10503.0,4641.659132624731,4258.340867375269,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3000.0,619.7161983651758,0.0,-0.0,0.0,0.0,0.0,0.0,812.2838016348242,-0.0,-1432.0
t122,0.0,4292.709335114224,-0.0,0.0,0.0,0.0,0.0,5596.290664885776,-0.0,-9889.0,6193.61291329901,2531.38708670099,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2825.0,1044.290664885776,0.0,-0.0,0.0,0.0,0.0,0.0,303.7093351142239,-0.0,-1348.0
t123,0.0,1011.115772947237,-0.0,0.0,0.0,0.0,0.0,8481.884227052764,-0.0,-9493.0,7822.796287765164,788.2037122348356,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2711.0,1259.8437874754427,2616.0404395773203,-0.0,0.0,0.0,0.0,0.0,-2581.884227052763,-0.0,-1294.0
t124,0.0,3155.3997523718253,-0.0,0.0,0.0,0.0,0.0,6089.600247628175,-0.0,-9245.0,5439.035377935006,3100.964622064994,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2640.0,1450.6002476281747,0.0,-0.0,0.0,0.0,0.0,0.0,-189.60024762817466,-0.0,-1261.0
t125,0.0,341.08280089173104,-0.0,0.0,0.0,0.0,0.0,8926.91719910827,-0.0,-9268.0,3880.1990574952306,4666.800942504769,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2647.0,1673.8767595309487,2616.0404395773203,-0.0,0.0,0.0,0.0,0.0,-3026.917199108269,-0.0,-1263.0
t126,992.3128674875173,2650.447080988772,-0.0,0.0,0.0,0.0,0.0,6000.240051523711,-0.0,-9643.0,1900.8039173932855,6753.196082606714,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2754.0,1415.2400515237114,0.0,-0.0,0.0,0.0,0.0,0.0,-100.24005152371137,-0.0,-1315.0
t127,3678.0708601853926,0.0,-0.0,0.0,0.0,0.0,0.0,7005.929139814607,-0.0,-10684.0,5453.909306822677,3497.0906931773234,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3051.0,1045.0065723238292,1517.9225674907777,-0.0,0.0,0.0,0.0,0.0,-1105.9291398146074,-0.0,-1457.0
t128,8172.213692474419,0.0,-1357.7074734603434,0.0,0.0,0.0,0.0,5221.493780985925,-0.0,-12036.0,9337.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3437.0,962.4937809859244,0.0,-0.0,0.0,0.0,0.0,0.0,678.5062190140756,-0.0,-1641.0
t129,13884.717497199857,0.0,-3219.5456885069943,0.0,0.0,0.0,0.0,2454.8281913071382,-0.0,-13120.0,9647.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3747.0,959.8686308844584,0.0,-2616.0404395773203,0.0,0.0,0.0,0.0,3445.1718086928618,-0.0,-1789.0
t130,18371.197681863498,0.0,-8870.691839537414,0.0,0.0,0.0,0.0,4579.494157673917,-0.0,-14080.0,12961.637797647008,0.0,-3040.6377976470085,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4021.0,1200.0742309132452,0.0,-601.5800732393291,0.0,0.0,0.0,0.0,1320.505842326084,-0.0,-1919.0
t131,21581.84703690033,0.0,-9559.000217949439,0.0,0.0,0.0,0.0,2887.1531810491065,-0.0,-14910.0,25263.31601017464,0.0,-15105.31601017464,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4258.0,1636.193620626427,0.0,-2616.0404395773203,0.0,0.0,0.0,0.0,3012.8468189508935,-0.0,-2033.0
t132,21869.196322852313,0.0,-12163.255146390313,0.0,0.0,0.0,0.0,5772.058823537994,-0.0,-15478.0,10321.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4421.0,1982.0588235379935,0.0,-0.0,0.0,0.0,0.0,0.0,127.94117646200652,-0.0,-2110.0
t133,20459.269159781248,0.0,-10435.729096406743,0.0,0.0,0.0,0.0,5846.459936625495,-0.0,-15870.0,10433.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4533.0,2110.459936625495,0.0,-0.0,0.0,0.0,0.0,0.0,53.540063374504825,-0.0,-2164.0
t134,21612.497627401877,0.0,-11284.628994798413,0.0,0.0,0.0,0.0,5897.131367396537,-0.0,-16225.0,25638.31601017464,0.0,-15105.31601017464,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4633.0,2209.131367396537,0.0,-0.0,0.0,0.0,0.0,0.0,2.868632603463084,-0.0,-2212.0
t135,21214.03995088179,0.0,-7721.679102063334,0.0,0.0,0.0,0.0,2955.639151181543,-0.0,-16448.0,25703.31601017464,0.0,-15105.31601017464,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4698.0,1913.6795907588637,0.0,-2616.0404395773203,0.0,0.0,0.0,0.0,2944.360848818457,-0.0,-2242.0
t136,17509.149824007545,0.0,-3702.98094446056,0.0,0.0,0.0,0.0,2810.8311204530123,-0.0,-16617.0,10646.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4746.0,1792.8715600303328,0.0,-2616.0404395773203,0.0,0.0,0.0,0.0,3089.1688795469877,-0.0,-2266.0
t137,13175.92259185163,0.0,-1533.3124009450898,0.0,0.0,0.0,0.0,5074.38980909346,-0.0,-16717.0,19906.201589644137,0.0,-9232.201589644137,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4774.0,1453.38980909346,0.0,-0.0,0.0,0.0,0.0,0.0,825.6101909065401,-0.0,-2279.0
t138,6291.033700442099,4723.110056243507,-0.0,0.0,0.0,0.0,0.0,5564.856243314394,-0.0,-16579.0,10635.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4735.0,1925.856243314394,0.0,-0.0,0.0,0.0,0.0,0.0,335.1437566856059,-0.0,-2261.0
t139,2444.384592498209,4900.9677157572005,-0.0,0.0,0.0,0.0,0.0,8853.64769174459,-0.0,-16199.0,8237.572094575557,2288.4279054244425,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4626.0,2546.6072521672704,2616.0404395773203,-0.0,0.0,0.0,0.0,0.0,-2953.6476917445907,-0.0,-2209.0
t140,0.0,8713.134432677005,-0.0,0.0,0.0,0.0,0.0,6987.865567322995,-0.0,-15701.0,3013.5242343632103,7370.475765636789,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4484.0,3227.865567322995,0.0,-0.0,0.0,0.0,0.0,0.0,-1087.865567322995,-0.0,-2140.0
t141,0.0,8140.757543779225,-0.0,0.0,0.0,0.0,0.0,7275.242456220775,-0.0,-15416.0,5388.7645139815695,4914.2354860184305,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4403.0,3477.2424562207752,0.0,-0.0,0.0,0.0,0.0,0.0,-1375.2424562207752,-0.0,-2102.0
t142,0.0,7165.4020598184015,-0.0,0.0,0.0,0.0,0.0,7688.5979401815985,-0.0,-14854.0,6042.794955859178,4100.205044140822,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-4243.0,3813.5979401815985,0.0,-0.0,0.0,0.0,0.0,0.0,-1788.5979401815985,-0.0,-2025.0
t143,0.0,4790.864986478752,-0.0,0.0,0.0,0.0,0.0,8790.135013521249,-0.0,-13581.0,6053.489944708515,3724.5100552914846,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3878.0,4742.135013521248,0.0,-0.0,0.0,0.0,0.0,0.0,-2890.135013521248,-0.0,-1852.0
t144,0.0,3819.521218881915,-0.0,0.0,0.0,0.0,0.0,8497.478781118085,-0.0,-12317.0,8668.68859273819,749.31140726181,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3518.0,4276.478781118085,0.0,-0.0,0.0,0.0,0.0,0.0,-2597.478781118085,-0.0,-1679.0
t145,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7105.0,-0.0,-7105.0,6292.938686423517,0.0,-0.0,0.0,0.0,0.0,0.0,-4263.938686423517,-0.0,-2029.0,3810.061313576483,0.0,-0.0,0.0,0.0,0.0,0.0,-2841.061313576483,-0.0,-969.0
t146,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6773.0,-0.0,-6773.0,4844.172539237911,0.0,-0.0,0.0,0.0,0.0,0.0,-2910.172539237911,-0.0,-1934.0,4785.827460762089,0.0,-0.0,0.0,0.0,0.0,0.0,-3862.827460762089,-0.0,-923.0
t147,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6591.0,-0.0,-6591.0,5282.155064981126,0.0,-0.0,0.0,0.0,0.0,0.0,-3399.155064981126,-0.0,-1883.0,4090.844935018874,0.0,-0.0,0.0,0.0,0.0,0.0,-3191.844935018874,-0.0,-899.0
t148,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6544.0,-0.0,-6544.0,5542.230089252329,0.0,-0.0,0.0,0.0,0.0,0.0,-3673.2300892523294,-0.0,-1869.0,3762.7699107476706,0.0,-0.0,0.0,0.0,0.0,0.0,-2870.7699107476706,-0.0,-892.0
t149,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6712.0,-0.0,-6712.0,5119.416332325276,0.0,-0.0,0.0,0.0,0.0,0.0,-3202.416332325276,-0.0,-1917.0,4424.583667674724,0.0,-0.0,0.0,0.0,0.0,0.0,-3509.583667674724,-0.0,-915.0
t150,0.0,114.16873424756523,-0.0,0.0,0.0,0.0,0.0,7236.831265752435,-0.0,-7351.0,5882.605339334374,0.0,-0.0,0.0,0.0,0.0,0.0,-3783.6053393343736,-0.0,-2099.0,4455.225926418061,0.0,-0.0,0.0,0.0,0.0,0.0,-3453.225926418061,-0.0,-1002.0
t151,1095.7586104302316,0.0,-0.0,0.0,0.0,0.0,0.0,7332.241389569768,-0.0,-8428.0,5739.241389569768,0.0,-0.0,0.0,0.0,0.0,0.0,-3332.241389569768,-0.0,-2407.0,5149.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1149.0
t152,8363.779883109075,0.0,-0.0,0.0,0.0,0.0,0.0,813.220116890925,-0.0,-9177.0,4685.220116890925,0.0,-0.0,0.0,0.0,0.0,0.0,-2064.220116890925,-0.0,-2621.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1251.0,-0.0,-1251.0
t153,13666.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4055.0,-0.0,-9611.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2745.0,-0.0,-2745.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1310.0,-0.0,-1310.0
t154,17418.313594651445,0.0,-3270.3135946514462,0.0,0.0,0.0,0.0,-4199.0,-0.0,-9949.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2842.0,-0.0,-2842.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1357.0,-0.0,-1357.0
t155,14548.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4317.0,-0.0,-10231.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2922.0,-0.0,-2922.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1395.0,-0.0,-1395.0
t156,14736.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4373.0,-0.0,-10363.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2960.0,-0.0,-2960.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1413.0,-0.0,-1413.0
t157,14723.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4369.0,-0.0,-10354.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2957.0,-0.0,-2957.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1412.0,-0.0,-1412.0
t158,14719.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4367.0,-0.0,-10352.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2956.0,-0.0,-2956.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1411.0,-0.0,-1411.0
t159,19160.45038727828,0.0,-1606.4503872782807,0.0,0.0,0.0,0.0,-7298.0,-0.0,-10256.0,0.0,0.0,-2971.0,0.0,0.0,0.0,0.0,5900.0,-0.0,-2929.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1398.0,-0.0,-1398.0
t160,14437.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4284.0,-0.0,-10153.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2900.0,-0.0,-2900.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1384.0,-0.0,-1384.0
t161,11264.092009317765,0.0,-0.0,0.0,0.0,0.0,0.0,-1127.0920093177647,-0.0,-10137.0,3149.9079906822353,0.0,-0.0,0.0,0.0,0.0,0.0,-254.90799068223532,-0.0,-2895.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1382.0,-0.0,-1382.0
