Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41400.28699941484,48969.05016974217,7220.271613233404
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52590.48173409393,62865.94089910284,9627.02881764454
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63780.67646877302,76762.83162846351,12033.786022055674
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74970.87120345212,90659.72235782418,14440.543226466809
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74970.87120345212,100478.23301826122,16847.300430877942
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70898.52206261104,94068.58959951106,16847.300430877942
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64535.684895830076,84445.21847579835,16847.300430877942
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60819.08918969273,75102.8250660047,14003.778213946072
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55441.76139414704,65602.10108334369,13419.57778487054
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49926.33257967998,56236.40254308259,13419.57778487054
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45186.26354464642,47179.16653498958,13419.57778487054
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35499.23966946706,47179.16653498958,10576.05556793867
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35334.75945212756,38818.70461802949,7732.5333510068
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7732.902752818949,14002.285822716778,5687.04443386374
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7732.902752818949,11358.319680891149,5687.04443386374
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153.5622794115025,11358.319680891149,5687.04443386374
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153.5622794115025,8781.57867243371,5687.04443386374
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5153.5622794115025,8729.230855827936,2843.52221693187
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.8250141884796,8729.230855827936,2843.52221693187
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.8250141884796,5709.961498407553,0.0
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2447.902359000378,4301.22444773104,2406.757204411135
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10480.293868065228,12251.889985123287,2406.757204411135
t228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17268.61649874487,20876.196238068133,4813.51440882227
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19069.619031259037,34773.086967428804,4813.51440882227
t230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25133.87937755652,42925.35114835635,4813.51440882227
t231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29587.428440428233,49981.2849439415,6800.5863787797525
t232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29587.428440428233,53787.342972228915,6800.5863787797525
t233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27037.596039789853,47739.93272828003,6800.5863787797525
t234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23917.8539288142,41549.48522781549,6800.5863787797525
t235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16429.994987766328,39870.35961937702,6800.5863787797525
t236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13792.767966671414,33814.172835217316,6800.5863787797525
t237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11747.920356326087,27917.395313538706,6800.5863787797525
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11747.920356326087,22278.524964070937,5687.04443386374
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11747.920356326087,16966.93179770187,5687.04443386374
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7732.902752818949,16966.93179770187,5687.04443386374
