Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
Zone,1,2,3,1,2,2,3,1,2,3
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.16304347826086954,-0.16304347826086954
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.16304347826086954,-0.16304347826086954
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086954,-0.16304347826086954,-0.16304347826086954
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347826086957,-0.16304347826086954,-0.16304347826086957
