Line,1,2
t1,-3707.0,-4000.0
t2,-3341.0,-4000.0
t3,-3162.0,-4000.0
t4,-3116.0,-4000.0
t5,-3258.019572022393,-4000.0
t6,-1931.5729709173684,-4000.0
t7,-5337.0,-4000.0
t8,-2185.5249451578084,-4000.0
t9,-4780.422879440579,-1510.602717364758
t10,-5900.0,1378.0
t11,2891.0,1380.0
t12,2879.0,1374.0
t13,2846.0,1358.0
t14,2825.0,1348.0
t15,-1998.2635534834808,1668.3373583077373
t16,2796.0,1335.0
t17,-5751.772009501565,1402.0
t18,-3165.787269249179,-4000.0
t19,-3446.4058916747726,-4000.0
t20,-2029.517839235832,-4000.0
t21,-5900.0,-4000.0
t22,-4708.614299929263,-4000.0
t23,-5067.068817809531,-3812.9311821904694
t24,-4042.0,-4000.0
t25,-3822.0,-4000.0
t26,-5900.0,-4000.0
t27,-5900.0,-4000.0
t28,-5187.879302771016,-4000.0
t29,-3482.0,-4000.0
t30,-4882.214929307844,-4000.0
t31,-5172.168461699637,-4000.0
t32,-3063.8169595674885,-4000.0
t33,-5900.0,-4000.0
t34,-5900.0,-4000.0
t35,-3515.7121115854643,-4000.0
t36,-3518.7119723985625,-4000.0
t37,-5129.830025274433,-4000.0
t38,-1768.2308150035824,-4000.0
t39,-5052.031174146441,-4000.0
t40,-989.9503813016131,-4000.0
t41,-5900.0,-4000.0
t42,-3994.654337077951,-4000.0
t43,-5900.0,-4000.0
t44,-5900.0,-4000.0
t45,-5900.0,-4000.0
t46,-5767.0,-4000.0
t47,-5900.0,-4000.0
t48,-4305.0,-4000.0
t49,-2477.99916390865,-3710.98972828146
t50,-3284.0,-4000.0
t51,-3529.256421401382,-3580.743578598618
t52,-3934.4456222456865,-3147.5543777543135
t53,-4024.9814123473243,-3047.755069630824
t54,-1204.8877341318039,-3085.9538374458725
t55,-5900.0,-3290.0
t56,-332.5726526467488,-2906.2926096560286
t57,-4518.07237688793,-1293.7003909561545
t58,-5900.0,1390.0
t59,5489.36685223669,1393.0
t60,2895.0,1382.0
t61,2845.0,1358.0
t62,2811.0,1342.0
t63,-2217.5212525259176,3116.172934469256
t64,2739.0,1308.0
t65,-5900.0,1330.0
t66,-5803.523354297481,-3086.947120625272
t67,-5900.0,-2922.166404747946
t68,-2446.409045517483,-3638.677858453326
t69,-3382.646268763373,-3859.41205621036
t70,-5900.0,-1905.883574020022
t71,-4088.049837449342,-4000.0
t72,-4030.1926636881926,-3539.3781888724807
t73,-5900.0,-284.10611369592834
t74,-107.1126321911247,-41.01067094497489
t75,613.700837933266,-190.25041438612016
