Time_Index,E_z1,E_z2,E_z3,H2_z1,H2_z2,H2_z3
4978,12137,3466,1655,666.582417,3923.080659,1477.233621
4979,12638,3610,1723,662.958045,3901.032396,1469.078784
4980,13000,3713,1772,687.422556,4044.19509,1522.840302
4981,13226,3777,1803,730.310958,4297.599099,1618.282098
4982,13377,3821,1824,758.399841,4462.810056,1680.802515
4983,13376,3821,1823,820.316196,4826.45538,1817.622558
4984,13308,3801,1814,870.755373,5123.955915,1929.676059
4985,13228,3778,1803,846.592893,4980.793221,1875.61251
4986,13113,3746,1788,795.851685,4683.292686,1763.559009
4987,12794,3654,1744,655.40727,3856.93587,1452.467079
4988,12404,3543,1691,481.437414,2832.144687,1066.471461
4989,12263,3502,1672,348.241743,2049.582366,771.991236
4990,11882,3394,1620,262.162908,1542.774348,581.107644
4991,10973,3134,1496,155.545965,914.549868,344.31534
4992,9977,2850,1360,87.891021,517.983165,195.112026
4993,9158,2615,1248,86.380866,508.922235,191.789685
4994,8580,2450,1170,61.010262,359.114859,135.309888
4995,8199,2342,1118,59.198076,347.637681,131.081454
4996,7968,2276,1086,82.756494,487.780065,183.634848
4997,7916,2261,1079,153.733779,904.582845,340.690968
4998,7986,2281,1089,252.497916,1485.388458,559.361412
4999,8292,2369,1130,383.277339,2255.265477,849.311172
5000,9026,2578,1231,520.701444,3062.896371,1153.456389
5001,9953,2843,1357,659.937735,3883.212567,1462.434102
5002,10782,3080,1470,730.91502,4300.317378,1619.490222
5003,11373,3248,1550,754.473438,4440.157731,1672.043616
5004,11686,3337,1593,789.207003,4643.122563,1748.457459
5005,11806,3371,1610,838.438056,4933.978416,1858.094712
5006,11814,3374,1611,875.285838,5149.62855,1939.341051
5007,11721,3347,1598,918.17424,5402.730528,2034.480816
5008,11451,3271,1561,942.034689,5542.570881,2087.336241
5009,11217,3204,1530,895.219884,5266.816578,1983.437577
5010,11106,3172,1515,809.745111,4763.934963,1794.06414
5011,10936,3123,1491,672.925068,3958.720317,1490.825016
5012,10791,3081,1471,523.117692,3077.997921,1159.194978
5013,10794,3083,1472,399.284982,2348.593056,884.346768
5014,10410,2973,1419,311.695992,1833.32817,690.442866
5015,9728,2778,1326,217.46232,1280.007378,482.041476
5016,8964,2560,1222,140.746446,827.866971,311.695992
5017,8300,2370,1131,86.984928,512.244576,192.997809
5018,7867,2247,1072,112.053501,659.031642,248.269482
5019,7584,2166,1034,41.076216,241.322769,90.911331
5020,7420,2119,1011,64.030572,376.934688,141.95457
5021,7381,2108,1006,119.604276,704.034261,265.183218
5022,7439,2124,1014,196.32015,1155.268575,434.92464
5023,7568,2161,1031,299.916783,1764.465102,664.4682
5024,8060,2302,1099,424.655586,2497.79637,940.826565
5025,8761,2502,1195,554.830947,3264.95511,1229.568201
5026,9390,2682,1280,714.001284,4201.553241,1582.340409
5027,9825,2806,1339,815.785731,4799.574621,1807.353504
5028,10151,2899,1384,836.62587,4923.709362,1854.168309
5029,10348,2955,1411,833.001498,4901.057037,1845.711441
5030,10372,2962,1414,807.932925,4754.269971,1790.439768
5031,10339,2953,1409,790.717158,4652.787555,1752.081831
5032,10290,2939,1403,756.285624,4449.822723,1675.667988
5033,10390,2968,1417,719.739873,4235.380713,1595.025711
5034,10534,3009,1436,645.138216,3795.321546,1429.210692
5035,10475,2991,1428,554.830947,3264.95511,1229.568201
5036,10325,2949,1408,443.683539,2610.755964,983.110905
5037,10438,2981,1423,353.678301,2080.389528,783.468414
5038,10130,2893,1381,274.84821,1617.980067,609.196527
5039,9363,2675,1277,198.132336,1166.443722,439.455105
5040,8531,2436,1163,135.007857,794.34153,299.01069
5041,7873,2249,1073,48.929022,287.231481,108.127098
5042,7464,2132,1017,36.847782,216.556227,81.54837
5043,7232,2065,986,52.855425,310.789899,117.188028
5044,7138,2038,973,120.8124,711.283005,267.901497
5045,7286,2081,993,248.873544,1464.85035,551.810637
5046,7725,2207,1053,405.023571,2383.628652,897.636132
5047,8581,2451,1170,507.110049,2984.06628,1123.857351
5048,9682,2765,1320,581.107644,3419.897013,1287.860184
5049,10527,3006,1435,611.310744,3596.585148,1354.307004
5050,11156,3186,1521,647.252433,3808.61091,1434.345219
5051,11706,3343,1596,767.460771,4515.061419,1700.43453
5052,12107,3458,1651,817.295886,4809.541644,1811.279907
5053,12409,3544,1691,841.458366,4950.892152,1864.437363
5054,12741,3639,1737,825.450723,4856.65848,1828.797705
5055,12957,3701,1767,817.295886,4809.541644,1811.279907
5056,13076,3735,1783,783.468414,4609.295091,1735.772157
5057,13178,3764,1797,743.298291,4373.710911,1646.975043
5058,13105,3742,1787,657.219456,3867.204924,1456.393482
5059,12754,3642,1739,547.280172,3219.65046,1212.352434
5060,12278,3506,1674,417.104811,2454.303906,924.21486
5061,12165,3475,1659,317.13255,1865.343456,702.524106
5062,11609,3316,1583,221.086692,1300.243455,489.592251
5063,10468,2990,1427,136.820043,805.516677,303.239124
5064,9345,2669,1274,80.944308,475.698825,179.104383
5065,8529,2436,1163,75.205719,443.079477,167.023143
5066,8022,2291,1094,54.36558,320.15286,120.510369
5067,7722,2205,1053,50.137146,295.386318,111.147408
5068,7572,2163,1032,74.299626,437.038857,164.606895
5069,7662,2189,1045,133.799733,787.998879,296.594442
5070,8086,2309,1102,219.576537,1292.69268,486.873972
5071,8924,2549,1216,331.630038,1951.422291,734.841423
5072,9968,2847,1359,453.0465,2665.423575,1003.649013
5073,10714,3060,1460,572.348745,3367.041588,1267.926138
5074,11246,3212,1534,634.869162,3736.425501,1407.162429
5075,11707,3344,1596,654.803208,3853.311498,1451.258955
5076,11990,3425,1635,683.194122,4019.428548,1513.779372
5077,12154,3471,1657,726.988617,4277.967084,1611.033354
5078,12338,3524,1682,759.607965,4468.850676,1682.916732
5079,12340,3525,1682,794.945592,4678.158159,1761.746823
5080,12210,3487,1665,814.879638,4795.044156,1805.843349
5081,12083,3451,1647,775.313577,4561.272162,1717.650297
5082,11950,3413,1629,701.920044,4130.273925,1555.45965
5083,11731,3351,1600,582.617799,3428.655912,1291.182525
5084,11567,3304,1577,450.932283,2653.040304,999.118548
5085,11642,3325,1587,344.31534,2025.117855,762.628275
5086,11121,3176,1516,266.693373,1569.655107,591.074667
5087,10149,2899,1383,187.25922,1101.809088,414.990594
5088,9201,2628,1254,119.302245,701.618013,264.277125
5089,8486,2424,1156,51.043239,299.614752,112.959594
5090,8036,2295,1095,37.451844,219.878568,82.756494
5091,7762,2217,1058,52.553394,309.581775,116.583966
5092,7648,2184,1043,122.322555,719.437842,270.921807
5093,7767,2219,1059,263.069001,1548.512937,583.221861
5094,8252,2357,1125,422.8434,2487.829347,936.900162
5095,9124,2606,1244,523.117692,3077.091828,1158.892947
5096,10202,2914,1391,599.531535,3526.815987,1328.030307
5097,11001,3142,1500,631.546821,3716.793486,1399.611654
5098,11664,3331,1590,604.364031,3556.717056,1339.507485
5099,12249,3499,1670,601.04169,3536.78301,1331.95671
5100,12679,3621,1728,623.089953,3666.65634,1380.885732
5101,13002,3713,1772,662.353983,3896.501931,1467.266598
5102,13287,3795,1812,687.724587,4046.309307,1523.746395
5103,13384,3822,1825,743.600322,4376.127159,1647.881136
5104,13258,3787,1807,789.509034,4645.840842,1749.665583
5105,13148,3756,1793,767.460771,4515.967512,1700.736561
5106,12990,3710,1771,721.552059,4246.253829,1598.952114
5107,12693,3625,1731,594.397008,3496.914918,1316.85516
5108,12415,3546,1693,436.434795,2567.565531,967.103262
5109,12435,3551,1696,315.924426,1858.396743,699.805827
5110,11945,3411,1629,237.698397,1398.705561,526.742064
5111,10873,3105,1482,141.048477,829.377126,312.300054
5112,9809,2801,1338,79.736184,469.658205,176.688135
5113,9046,2584,1233,53.157456,312.904116,117.79209
5114,8557,2444,1166,38.961999,229.54356,86.380866
5115,8247,2355,1124,54.969642,323.475201,121.718493
5116,8143,2325,1110,127.759113,751.151097,282.701016
5117,8247,2355,1124,274.84821,1617.073974,608.894496
5118,8732,2494,1191,441.569322,2597.4666,978.278409
5119,9618,2747,1311,546.072048,3213.005778,1209.936186
5120,10744,3069,1464,625.808232,3682.361952,1386.624321
5121,11659,3330,1590,659.635704,3880.494288,1461.528009
5122,12476,3563,1701,631.24479,3713.773176,1398.40353
5123,13248,3784,1807,627.620418,3692.933037,1390.550724
5124,13850,3956,1888,650.574774,3828.544956,1441.895994
5125,14264,4074,1945,691.348959,4068.35757,1532.203263
5126,14667,4189,1999,717.927687,4224.809628,1591.099308
5127,14912,4259,2033,776.521701,4569.124968,1720.670607
5128,15064,4303,2054,824.54463,4850.919891,1826.683488
5129,15137,4323,2064,801.288243,4715.307972,1775.640249
5130,15065,4303,2054,753.567345,4433.513049,1669.627368
5131,14727,4206,2008,620.371674,3651.252759,1374.845112
5132,14260,4072,1944,455.764779,2680.827156,1009.689633
5133,14146,4040,1929,329.817852,1940.247144,730.612989
5134,13542,3867,1847,248.269482,1460.319885,549.998451
5135,12298,3512,1676,147.089097,865.922877,326.19348
5136,11092,3168,1512,83.360556,490.196313,184.540941
5137,10127,2892,1381,56.177766,330.723945,124.436772
5138,9512,2716,1297,41.076216,242.530893,91.213362
5139,9087,2595,1239,57.989952,341.597061,128.665206
5140,8869,2533,1209,134.705826,793.435437,298.708659
5141,8912,2545,1215,290.251791,1707.985305,643.32603
5142,9341,2668,1273,466.335864,2743.951635,1033.248051
5143,10202,2914,1391,576.87921,3393.922347,1278.195192
5144,11330,3236,1545,661.145859,3889.857249,1464.85035
5145,12349,3527,1684,696.785517,4099.164732,1543.680441
5146,13260,3787,1808,666.582417,3923.080659,1477.233621
5147,14141,4039,1929,662.958045,3901.032396,1469.078784
5148,14796,4226,2017,687.422556,4044.19509,1522.840302
5149,15246,4354,2079,730.310958,4297.599099,1618.282098
5150,15635,4466,2132,758.399841,4462.810056,1680.802515
5151,15895,4540,2167,820.316196,4826.45538,1817.622558
5152,15988,4566,2180,870.755373,5123.955915,1929.676059
5153,15980,4563,2179,846.592893,4980.793221,1875.61251
5154,15768,4503,2150,795.851685,4683.292686,1763.559009
5155,15259,4358,2080,655.40727,3856.93587,1452.467079
5156,14744,4211,2010,481.437414,2832.144687,1066.471461
5157,14623,4176,1994,348.241743,2049.582366,771.991236
5158,14068,4017,1918,262.162908,1542.774348,581.107644
5159,12939,3695,1764,155.545965,914.549868,344.31534
5160,11753,3356,1602,87.891021,517.983165,195.112026
5161,10709,3058,1460,86.380866,508.922235,191.789685
5162,10050,2870,1370,61.010262,359.114859,135.309888
5163,9566,2732,1304,59.198076,347.637681,131.081454
5164,9257,2644,1262,82.756494,487.780065,183.634848
5165,9121,2605,1243,153.733779,904.582845,340.690968
5166,9160,2616,1249,252.497916,1485.388458,559.361412
5167,9476,2706,1292,383.277339,2255.265477,849.311172
5168,10334,2951,1408,520.701444,3062.896371,1153.456389
5169,11458,3272,1562,659.937735,3883.212567,1462.434102
5170,12492,3568,1703,730.91502,4300.317378,1619.490222
5171,13398,3827,1827,754.473438,4440.157731,1672.043616
5172,14068,4017,1918,789.207003,4643.122563,1748.457459
5173,14484,4137,1974,838.438056,4933.978416,1858.094712
5174,14729,4207,2009,875.285838,5149.62855,1939.341051
5175,14868,4247,2027,918.17424,5402.730528,2034.480816
5176,14882,4250,2029,942.034689,5542.570881,2087.336241
5177,14754,4213,2012,895.219884,5266.816578,1983.437577
5178,14477,4135,1974,809.745111,4763.934963,1794.06414
5179,13989,3995,1908,672.925068,3958.720317,1490.825016
5180,13512,3859,1843,523.117692,3077.997921,1159.194978
5181,13453,3842,1834,399.284982,2348.593056,884.346768
5182,12956,3700,1767,311.695992,1833.32817,690.442866
5183,12051,3441,1643,217.46232,1280.007378,482.041476
5184,11074,3163,1509,140.746446,827.866971,311.695992
5185,10275,2935,1401,86.984928,512.244576,192.997809
5186,9702,2771,1322,112.053501,659.031642,248.269482
5187,9332,2665,1272,41.076216,241.322769,90.911331
5188,9095,2598,1240,64.030572,376.934688,141.95457
5189,9011,2574,1228,119.604276,704.034261,265.183218
5190,9042,2583,1232,196.32015,1155.268575,434.92464
5191,9233,2637,1259,299.916783,1764.465102,664.4682
5192,9911,2831,1351,424.655586,2497.79637,940.826565
5193,10890,3111,1484,554.830947,3264.95511,1229.568201
5194,11930,3407,1626,714.001284,4201.553241,1582.340409
5195,12790,3653,1744,815.785731,4799.574621,1807.353504
5196,13493,3854,1840,836.62587,4923.709362,1854.168309
5197,14017,4003,1911,833.001498,4901.057037,1845.711441
5198,14261,4073,1944,807.932925,4754.269971,1790.439768
5199,14332,4093,1954,790.717158,4652.787555,1752.081831
5200,14338,4095,1955,756.285624,4449.822723,1675.667988
5201,14244,4068,1942,719.739873,4235.380713,1595.025711
5202,13952,3985,1902,645.138216,3795.321546,1429.210692
5203,13664,3902,1863,554.830947,3264.95511,1229.568201
5204,13451,3842,1834,443.683539,2610.755964,983.110905
5205,13376,3820,1823,353.678301,2080.389528,783.468414
5206,12834,3665,1750,274.84821,1617.980067,609.196527
5207,11899,3398,1622,198.132336,1166.443722,439.455105
5208,10905,3115,1487,135.007857,794.34153,299.01069
5209,10097,2884,1377,48.929022,287.231481,108.127098
5210,9596,2740,1308,36.847782,216.556227,81.54837
5211,9296,2655,1267,52.855425,310.789899,117.188028
5212,9149,2613,1247,120.8124,711.283005,267.901497
5213,9264,2646,1263,248.873544,1464.85035,551.810637
5214,9738,2781,1328,405.023571,2383.628652,897.636132
5215,10574,3020,1442,507.110049,2984.06628,1123.857351
5216,11733,3351,1600,581.107644,3419.897013,1287.860184
5217,12655,3614,1726,611.310744,3596.585148,1354.307004
5218,13304,3800,1814,647.252433,3808.61091,1434.345219
5219,13680,3907,1865,767.460771,4515.061419,1700.43453
5220,13970,3990,1904,817.295886,4809.541644,1811.279907
5221,14152,4042,1929,841.458366,4950.892152,1864.437363
5222,14325,4092,1954,825.450723,4856.65848,1828.797705
5223,14394,4111,1963,817.295886,4809.541644,1811.279907
5224,14423,4119,1967,783.468414,4609.295091,1735.772157
5225,14360,4102,1958,743.298291,4373.710911,1646.975043
5226,14119,4032,1925,657.219456,3867.204924,1456.393482
5227,13579,3878,1852,547.280172,3219.65046,1212.352434
5228,13008,3715,1773,417.104811,2454.303906,924.21486
5229,12860,3672,1753,317.13255,1865.343456,702.524106
5230,12148,3469,1656,221.086692,1300.243455,489.592251
5231,10890,3110,1484,136.820043,805.516677,303.239124
5232,9729,2778,1326,80.944308,475.698825,179.104383
5233,8841,2525,1206,75.205719,443.079477,167.023143
5234,8290,2368,1130,54.36558,320.15286,120.510369
5235,7940,2268,1082,50.137146,295.386318,111.147408
5236,7780,2222,1060,74.299626,437.038857,164.606895
5237,7842,2240,1069,133.799733,787.998879,296.594442
5238,8243,2354,1124,219.576537,1292.69268,486.873972
5239,9050,2584,1234,331.630038,1951.422291,734.841423
5240,10120,2890,1380,453.0465,2665.423575,1003.649013
5241,10886,3109,1484,572.348745,3367.041588,1267.926138
5242,11513,3288,1570,634.869162,3736.425501,1407.162429
5243,12082,3451,1647,654.803208,3853.311498,1451.258955
5244,12519,3576,1707,683.194122,4019.428548,1513.779372
5245,12823,3662,1748,726.988617,4277.967084,1611.033354
5246,13148,3755,1793,759.607965,4468.850676,1682.916732
5247,13329,3807,1817,794.945592,4678.158159,1761.746823
5248,13448,3841,1833,814.879638,4795.044156,1805.843349
5249,13506,3857,1842,775.313577,4561.272162,1717.650297
5250,13365,3817,1823,701.920044,4130.273925,1555.45965
5251,12977,3706,1769,582.617799,3428.655912,1291.182525
5252,12581,3593,1716,450.932283,2653.040304,999.118548
5253,12628,3606,1721,344.31534,2025.117855,762.628275
5254,12040,3439,1641,266.693373,1569.655107,591.074667
5255,10917,3118,1489,187.25922,1101.809088,414.990594
5256,9815,2803,1338,119.302245,701.618013,264.277125
5257,8987,2567,1225,51.043239,299.614752,112.959594
5258,8439,2410,1151,37.451844,219.878568,82.756494
5259,8082,2308,1101,52.553394,309.581775,116.583966
5260,7904,2258,1077,122.322555,719.437842,270.921807
5261,7989,2282,1089,263.069001,1548.512937,583.221861
5262,8431,2408,1150,422.8434,2487.829347,936.900162
5263,9267,2647,1263,523.117692,3077.091828,1158.892947
5264,10384,2965,1416,599.531535,3526.815987,1328.030307
5265,11330,3236,1545,631.546821,3716.793486,1399.611654
5266,12128,3464,1654,604.364031,3556.717056,1339.507485
5267,12897,3683,1758,601.04169,3536.78301,1331.95671
5268,13475,3848,1837,623.089953,3666.65634,1380.885732
5269,13885,3966,1893,662.353983,3896.501931,1467.266598
5270,14265,4074,1945,687.724587,4046.309307,1523.746395
5271,14470,4132,1973,743.600322,4376.127159,1647.881136
5272,14565,4160,1986,789.509034,4645.840842,1749.665583
5273,14527,4149,1981,767.460771,4515.967512,1700.736561
5274,14322,4091,1953,721.552059,4246.253829,1598.952114
5275,13926,3977,1898,594.397008,3496.914918,1316.85516
5276,13589,3881,1853,436.434795,2567.565531,967.103262
5277,13634,3894,1859,315.924426,1858.396743,699.805827
5278,12975,3706,1769,237.698397,1398.705561,526.742064
5279,11796,3369,1608,141.048477,829.377126,312.300054
5280,10595,3026,1444,79.736184,469.658205,176.688135
5281,9672,2762,1318,53.157456,312.904116,117.79209
5282,9147,2613,1247,38.961999,229.54356,86.380866
5283,8794,2512,1199,54.969642,323.475201,121.718493
5284,8631,2465,1176,127.759113,751.151097,282.701016
5285,8713,2489,1188,274.84821,1617.073974,608.894496
5286,9214,2632,1256,441.569322,2597.4666,978.278409
5287,10065,2875,1372,546.072048,3213.005778,1209.936186
5288,11176,3192,1524,625.808232,3682.361952,1386.624321
5289,12139,3467,1655,659.635704,3880.494288,1461.528009
5290,13013,3716,1774,631.24479,3713.773176,1398.40353
5291,13854,3957,1889,627.620418,3692.933037,1390.550724
5292,14496,4140,1976,650.574774,3828.544956,1441.895994
5293,14926,4262,2035,691.348959,4068.35757,1532.203263
5294,15280,4364,2084,717.927687,4224.809628,1591.099308
5295,15412,4402,2101,776.521701,4569.124968,1720.670607
5296,15428,4407,2104,824.54463,4850.919891,1826.683488
5297,15336,4379,2091,801.288243,4715.307972,1775.640249
5298,15060,4301,2053,753.567345,4433.513049,1669.627368
5299,14544,4153,1983,620.371674,3651.252759,1374.845112
5300,14187,4052,1934,455.764779,2680.827156,1009.689633
5301,14168,4046,1932,329.817852,1940.247144,730.612989
5302,13459,3844,1835,248.269482,1460.319885,549.998451
5303,12278,3506,1674,147.089097,865.922877,326.19348
5304,11108,3172,1515,83.360556,490.196313,184.540941
5305,10240,2925,1396,56.177766,330.723945,124.436772
5306,9706,2772,1323,41.076216,242.530893,91.213362
5307,9356,2672,1276,57.989952,341.597061,128.665206
5308,9200,2628,1254,134.705826,793.435437,298.708659
5309,9282,2651,1266,290.251791,1707.985305,643.32603
5310,9783,2794,1333,466.335864,2743.951635,1033.248051
5311,10645,3040,1451,576.87921,3393.922347,1278.195192
5312,11749,3356,1602,661.145859,3889.857249,1464.85035
5313,12660,3616,1726,696.785517,4099.164732,1543.680441
5314,13396,3826,1827,666.582417,3923.080659,1477.233621
5315,13980,3992,1906,662.958045,3901.032396,1469.078784
5316,14370,4104,1959,687.422556,4044.19509,1522.840302
5317,14459,4129,1971,730.310958,4297.599099,1618.282098
5318,14379,4107,1960,758.399841,4462.810056,1680.802515
5319,14083,4022,1920,820.316196,4826.45538,1817.622558
5320,13676,3906,1865,870.755373,5123.955915,1929.676059
5321,13431,3836,1832,846.592893,4980.793221,1875.61251
5322,13155,3757,1793,795.851685,4683.292686,1763.559009
5323,12789,3652,1744,655.40727,3856.93587,1452.467079
5324,12523,3576,1707,481.437414,2832.144687,1066.471461
5325,12521,3576,1707,348.241743,2049.582366,771.991236
5326,12052,3442,1643,262.162908,1542.774348,581.107644
5327,11210,3201,1529,155.545965,914.549868,344.31534
5328,10273,2934,1401,87.891021,517.983165,195.112026
5329,9510,2715,1297,86.380866,508.922235,191.789685
5330,9001,2571,1227,61.010262,359.114859,135.309888
5331,8664,2474,1181,59.198076,347.637681,131.081454
5332,8475,2420,1156,82.756494,487.780065,183.634848
5333,8417,2404,1147,153.733779,904.582845,340.690968
5334,8517,2432,1161,252.497916,1485.388458,559.361412
5335,8800,2514,1200,383.277339,2255.265477,849.311172
5336,9531,2722,1299,520.701444,3062.896371,1153.456389
5337,10434,2980,1423,659.937735,3883.212567,1462.434102
5338,11266,3217,1536,730.91502,4300.317378,1619.490222
5339,11964,3416,1631,754.473438,4440.157731,1672.043616
5340,12382,3536,1688,789.207003,4643.122563,1748.457459
5341,12626,3606,1721,838.438056,4933.978416,1858.094712
5342,12774,3648,1741,875.285838,5149.62855,1939.341051
5343,12855,3671,1752,918.17424,5402.730528,2034.480816
5344,12918,3689,1762,942.034689,5542.570881,2087.336241
5345,12970,3704,1768,895.219884,5266.816578,1983.437577
5346,12947,3697,1765,809.745111,4763.934963,1794.06414
5347,12741,3639,1737,672.925068,3958.720317,1490.825016
5348,12530,3579,1708,523.117692,3077.997921,1159.194978
5349,12605,3600,1718,399.284982,2348.593056,884.346768
5350,12141,3467,1656,311.695992,1833.32817,690.442866
5351,11342,3239,1546,217.46232,1280.007378,482.041476
5352,10448,2984,1424,140.746446,827.866971,311.695992
5353,9687,2766,1321,86.984928,512.244576,192.997809
5354,9169,2619,1250,112.053501,659.031642,248.269482
5355,8803,2514,1200,41.076216,241.322769,90.911331
5356,8602,2456,1172,64.030572,376.934688,141.95457
5357,8528,2435,1162,119.604276,704.034261,265.183218
5358,8596,2454,1171,196.32015,1155.268575,434.92464
5359,8740,2496,1191,299.916783,1764.465102,664.4682
5360,9186,2624,1252,424.655586,2497.79637,940.826565
5361,9951,2842,1357,554.830947,3264.95511,1229.568201
5362,10741,3067,1464,714.001284,4201.553241,1582.340409
5363,11425,3263,1558,815.785731,4799.574621,1807.353504
5364,11959,3415,1631,836.62587,4923.709362,1854.168309
5365,12364,3531,1686,833.001498,4901.057037,1845.711441
5366,12618,3604,1721,807.932925,4754.269971,1790.439768
5367,12858,3672,1753,790.717158,4652.787555,1752.081831
5368,13072,3733,1782,756.285624,4449.822723,1675.667988
5369,13228,3778,1803,719.739873,4235.380713,1595.025711
5370,13260,3787,1808,645.138216,3795.321546,1429.210692
5371,13057,3728,1780,554.830947,3264.95511,1229.568201
5372,12766,3646,1741,443.683539,2610.755964,983.110905
5373,12822,3661,1748,353.678301,2080.389528,783.468414
5374,12217,3489,1666,274.84821,1617.980067,609.196527
5375,11179,3192,1525,198.132336,1166.443722,439.455105
5376,10117,2890,1379,135.007857,794.34153,299.01069
5377,9301,2656,1268,48.929022,287.231481,108.127098
5378,8763,2503,1195,36.847782,216.556227,81.54837
5379,8423,2405,1148,52.855425,310.789899,117.188028
5380,8247,2355,1124,120.8124,711.283005,267.901497
5381,8316,2375,1134,248.873544,1464.85035,551.810637
5382,8758,2501,1194,405.023571,2383.628652,897.636132
5383,9515,2718,1298,507.110049,2984.06628,1123.857351
5384,10599,3027,1445,581.107644,3419.897013,1287.860184
5385,11508,3286,1569,611.310744,3596.585148,1354.307004
5386,12270,3504,1673,647.252433,3808.61091,1434.345219
5387,12933,3693,1763,767.460771,4515.061419,1700.43453
5388,13400,3827,1827,817.295886,4809.541644,1811.279907
5389,13702,3913,1868,841.458366,4950.892152,1864.437363
5390,13977,3992,1906,825.450723,4856.65848,1828.797705
5391,14161,4044,1931,817.295886,4809.541644,1811.279907
5392,14240,4067,1942,783.468414,4609.295091,1735.772157
5393,14309,4087,1951,743.298291,4373.710911,1646.975043
5394,14209,4057,1937,657.219456,3867.204924,1456.393482
5395,13768,3932,1878,547.280172,3219.65046,1212.352434
5396,13349,3812,1820,417.104811,2454.303906,924.21486
5397,13305,3800,1814,317.13255,1865.343456,702.524106
5398,12499,3570,1704,221.086692,1300.243455,489.592251
5399,11273,3220,1537,136.820043,805.516677,303.239124
5400,10098,2884,1377,80.944308,475.698825,179.104383
5401,9228,2635,1258,75.205719,443.079477,167.023143
5402,8653,2471,1180,54.36558,320.15286,120.510369
5403,8280,2364,1129,50.137146,295.386318,111.147408
5404,8098,2313,1104,74.299626,437.038857,164.606895
5405,8157,2329,1112,133.799733,787.998879,296.594442
5406,8628,2464,1176,219.576537,1292.69268,486.873972
5407,9412,2688,1283,331.630038,1951.422291,734.841423
5408,10495,2997,1431,453.0465,2665.423575,1003.649013
5409,11344,3240,1547,572.348745,3367.041588,1267.926138
5410,12073,3448,1646,634.869162,3736.425501,1407.162429
5411,12680,3621,1729,654.803208,3853.311498,1451.258955
5412,13090,3738,1785,683.194122,4019.428548,1513.779372
5413,13324,3806,1817,726.988617,4277.967084,1611.033354
5414,13491,3853,1839,759.607965,4468.850676,1682.916732
5415,13537,3866,1846,794.945592,4678.158159,1761.746823
5416,13487,3852,1839,814.879638,4795.044156,1805.843349
5417,13460,3844,1835,775.313577,4561.272162,1717.650297
5418,13310,3802,1815,701.920044,4130.273925,1555.45965
5419,12983,3707,1770,582.617799,3428.655912,1291.182525
5420,12775,3648,1741,450.932283,2653.040304,999.118548
5421,12873,3677,1755,344.31534,2025.117855,762.628275
5422,12195,3483,1663,266.693373,1569.655107,591.074667
5423,11095,3169,1513,187.25922,1101.809088,414.990594
5424,10017,2861,1366,119.302245,701.618013,264.277125
5425,9264,2645,1263,51.043239,299.614752,112.959594
5426,8769,2504,1196,37.451844,219.878568,82.756494
5427,8464,2417,1154,52.553394,309.581775,116.583966
5428,8336,2381,1136,122.322555,719.437842,270.921807
5429,8434,2409,1150,263.069001,1548.512937,583.221861
5430,8961,2559,1222,422.8434,2487.829347,936.900162
5431,9857,2815,1344,523.117692,3077.091828,1158.892947
5432,10746,3069,1465,599.531535,3526.815987,1328.030307
5433,11306,3229,1541,631.546821,3716.793486,1399.611654
5434,11716,3346,1597,604.364031,3556.717056,1339.507485
5435,12249,3498,1670,601.04169,3536.78301,1331.95671
5436,12779,3650,1742,623.089953,3666.65634,1380.885732
5437,13177,3763,1797,662.353983,3896.501931,1467.266598
5438,13545,3868,1847,687.724587,4046.309307,1523.746395
5439,13728,3921,1872,743.600322,4376.127159,1647.881136
5440,13802,3942,1882,789.509034,4645.840842,1749.665583
5441,13741,3924,1873,767.460771,4515.967512,1700.736561
5442,13524,3862,1844,721.552059,4246.253829,1598.952114
5443,13168,3761,1796,594.397008,3496.914918,1316.85516
5444,13022,3719,1776,436.434795,2567.565531,967.103262
5445,12984,3707,1770,315.924426,1858.396743,699.805827
5446,12263,3502,1672,237.698397,1398.705561,526.742064
5447,11138,3181,1519,141.048477,829.377126,312.300054
5448,10030,2865,1368,79.736184,469.658205,176.688135
5449,9170,2619,1250,53.157456,312.904116,117.79209
5450,8622,2462,1176,38.961999,229.54356,86.380866
5451,8290,2368,1130,54.969642,323.475201,121.718493
5452,8144,2326,1110,127.759113,751.151097,282.701016
5453,8212,2345,1120,274.84821,1617.073974,608.894496
5454,8709,2488,1187,441.569322,2597.4666,978.278409
5455,9555,2729,1302,546.072048,3213.005778,1209.936186
5456,10478,2992,1428,625.808232,3682.361952,1386.624321
5457,11231,3208,1531,659.635704,3880.494288,1461.528009
5458,11915,3403,1625,631.24479,3713.773176,1398.40353
5459,12542,3582,1710,627.620418,3692.933037,1390.550724
5460,13007,3715,1773,650.574774,3828.544956,1441.895994
5461,13307,3801,1814,691.348959,4068.35757,1532.203263
5462,13570,3876,1850,717.927687,4224.809628,1591.099308
5463,13718,3917,1870,776.521701,4569.124968,1720.670607
5464,13779,3935,1878,824.54463,4850.919891,1826.683488
5465,13802,3942,1882,801.288243,4715.307972,1775.640249
5466,13658,3901,1863,753.567345,4433.513049,1669.627368
5467,13204,3771,1800,620.371674,3651.252759,1374.845112
5468,12794,3654,1744,455.764779,2680.827156,1009.689633
5469,12758,3643,1739,329.817852,1940.247144,730.612989
5470,12019,3432,1639,248.269482,1460.319885,549.998451
