Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Price
10178,24.62,0.2195,1.81
10136,26.14,0.1478,1.81
10202,25.41,0.0394,1.81
10409,23.89,0,1.81
10739,19.68,0,1.81
10724,14.45,0,1.81
10321,10.46,0,1.81
9539,7.87,0,1.81
8633,4.67,0,1.81
7762,2.64,0,1.81
7119,1.76,0,1.81
6770,1.29,0,1.81
6596,1.82,0,1.81
6550,4.23,0,1.81
6707,9.1,0,1.81
7365,14.62,0,1.81
8690,18.08,0,1.81
9534,20.72,0.0381,1.81
9858,21.84,0.17,1.81
10090,20.9,0.27,1.81
10284,20.78,0.3211,1.81
10372,21.54,0.3313,1.81
10346,22.89,0.2964,1.81
10327,23.77,0.2684,1.81
10220,25.71,0.2174,1.81
10143,27.3,0.1514,1.81
10201,26.53,0.0541,1.81
10396,24.95,0,1.81
10709,20.54,0,1.81
10670,15.09,0,1.81
10245,10.92,0,1.81
9538,8.22,0,1.81
8614,4.87,0,1.81
7718,2.76,0,1.81
7112,1.86,0,1.81
6763,1.36,0,1.81
6565,1.92,0,1.81
6513,4.46,0,1.81
6665,9.61,0,1.81
7258,15.44,0,1.81
8475,19.1,0,1.81
9224,21.89,0.1666,1.81
9576,23.07,0.3859,1.81
9892,22.07,0.5526,1.81
10180,21.95,0.6498,1.81
10334,22.76,0.6686,1.81
10361,24.18,0.6667,1.81
10405,25.11,0.6583,1.81
10361,27.16,0.5799,1.81
10294,28.83,0.4249,1.81
10214,28.03,0.2235,1.81
10085,26.35,0.0004,1.81
10302,21.7,0,1.81
10387,15.94,0,1.81
9970,11.53,0,1.81
9376,8.68,0,1.81
8601,5.15,0,1.81
7793,2.91,0,1.81
7165,2.86,0,1.81
6760,2.02,0,1.81
6530,1.96,0,1.81
6427,2.74,0,1.81
6430,5.09,0,1.81
6633,8.36,0,1.81
7079,12.69,0,1.81
7591,17.24,0.1341,1.81
8309,21.85,0.2599,1.81
8834,24.2,0.4087,1.81
9125,24.98,0.5616,1.81
9270,26.13,0.5056,1.81
9282,27.76,0.5266,1.81
9212,28.98,0.45,1.81
9149,30.4,0.4041,1.81
9114,31.19,0.2425,1.81
9193,29.64,0.0784,1.81
9369,26.81,0,1.81
9554,22.28,0,1.81
9457,17.32,0,1.81
9063,13.22,0,1.81
8574,10.32,0,1.81
7900,7.2,0,1.81
7209,4.66,0,1.81
6656,2.88,0,1.81
6311,3.71,0,1.81
6115,1.36,0,1.81
6027,2.12,0,1.81
6028,3.96,0,1.81
6158,6.5,0,1.81
6450,9.93,0.0002,1.81
6856,14.06,0.2052,1.81
7512,18.37,0.3909,1.81
7980,23.64,0.461,1.81
8235,27.01,0.4752,1.81
8363,27.7,0.3909,1.81
8453,27.58,0.3453,1.81
8448,26.75,0.2928,1.81
8450,26.18,0.2181,1.81
8488,25.04,0.1528,1.81
8644,23.83,0.0877,1.81
8863,21.36,0,1.81
9321,18.37,0,1.81
9296,14.69,0,1.81
8942,11.71,0,1.81
8377,9.1,0,1.81
7701,6.56,0,1.81
7033,4.47,0,1.81
6528,1.62,0,1.81
6230,1.22,0,1.81
6090,1.75,0,1.81
6072,4,0,1.81
6225,8.24,0,1.81
6689,13.41,0,1.81
7495,16.79,0.0002,1.81
8192,19.24,0.21,1.81
8756,20.24,0.403,1.81
9137,21.43,0.5426,1.81
9358,25.41,0.5487,1.81
9429,27.06,0.4916,1.81
9370,27.86,0.5012,1.81
9324,27.33,0.4069,1.81
9261,27.06,0.3289,1.81
9202,25.94,0.2941,1.81
9323,24.61,0.1047,1.81
9661,21.76,0,1.81
10218,18.12,0,1.81
10256,13.81,0,1.81
9802,10.5,0,1.81
9048,7.32,0,1.81
8118,4.53,0,1.81
7289,2.68,0,1.81
6718,2.49,0,1.81
6412,1.8,0,1.81
6271,1.66,0,1.81
6251,2.46,0,1.81
6441,4.43,0,1.81
7129,7.27,0,1.81
8475,10.98,0,1.81
9271,15,0.0868,1.81
9514,18.95,0.2012,1.81
9664,21.02,0.2911,1.81
9782,21.68,0.3811,1.81
9832,22.62,0.4499,1.81
9795,24.07,0.4285,1.81
9784,25.15,0.4819,1.81
9695,26.32,0.3705,1.81
9635,26.98,0.2989,1.81
9721,25.67,0.1446,1.81
10006,23.24,0,1.81
10501,19.29,0,1.81
10482,14.93,0,1.81
10012,11.4,0,1.81
9232,8.83,0,1.81
8251,6.2,0,1.81
7381,3.95,0,1.81
6823,1.69,0,1.81
6517,1.24,0,1.81
6367,1.74,0,1.81
6331,4.05,0,1.81
6506,8.71,0,1.81
7168,14,0,1.81
8501,17.32,0,1.81
9336,19.85,0.0937,1.81
9573,20.91,0.3591,1.81
9726,20.01,0.3972,1.81
9869,19.9,0.4549,1.81
9935,20.63,0.4754,1.81
9920,21.93,0.3865,1.81
9921,22.77,0.3377,1.81
9864,24.62,0.2987,1.81
9830,26.14,0.1315,1.81
9937,25.41,0.0554,1.81
10163,23.89,0,1.81
10544,19.68,0,1.81
10513,14.45,0,1.81
10044,10.46,0,1.81
9283,7.87,0,1.81
8311,4.67,0,1.81
7430,2.64,0,1.81
6848,1.76,0,1.81
6538,1.29,0,1.81
6368,1.82,0,1.81
6352,4.23,0,1.81
6540,9.1,0,1.81
7214,14.62,0,1.81
8543,18.08,0,1.81
9247,20.72,0.2255,1.81
9440,21.84,0.4465,1.81
9530,20.9,0.6085,1.81
9579,20.78,0.702,1.81
9570,21.54,0.6995,1.81
9509,22.89,0.6875,1.81
9486,23.77,0.6873,1.81
9369,25.71,0.6069,1.81
9297,27.3,0.4491,1.81
9332,26.53,0.2325,1.81
9543,24.95,0,1.81
10152,20.54,0,1.81
10323,15.09,0,1.81
9955,10.92,0,1.81
9241,8.22,0,1.81
8372,4.87,0,1.81
7532,2.76,0,1.81
6919,1.86,0,1.81
6601,1.36,0,1.81
6439,1.92,0,1.81
6409,4.46,0,1.81
6575,9.61,0,1.81
7244,15.44,0,1.81
8549,19.1,0,1.81
9279,21.89,0.1978,1.81
9495,23.07,0.3442,1.81
9685,22.07,0.3798,1.81
9844,21.95,0.3489,1.81
9877,22.76,0.3266,1.81
9785,24.18,0.3668,1.81
9703,25.11,0.4595,1.81
9504,27.16,0.4649,1.81
9356,28.83,0.4132,1.81
9370,28.03,0.229,1.81
9575,26.35,0,1.81
10105,21.7,0,1.81
10165,15.94,0,1.81
9821,11.53,0,1.81
9297,8.68,0,1.81
8541,5.15,0,1.81
7776,2.91,0,1.81
7191,2.86,0,1.81
6879,2.02,0,1.81
6724,1.96,0,1.81
6666,2.74,0,1.81
6748,5.09,0,1.81
7044,8.36,0,1.81
7571,12.69,0,1.81
8141,17.24,0.2314,1.81
8734,21.85,0.4563,1.81
9001,24.2,0.6192,1.81
9039,24.98,0.7183,1.81
8917,26.13,0.7242,1.81
8728,27.76,0.7279,1.81
8523,28.98,0.7191,1.81
8361,30.4,0.6208,1.81
8316,31.19,0.4198,1.81
8454,29.64,0.1447,1.81
8810,26.81,0,1.81
9471,22.28,0,1.81
9488,17.32,0,1.81
9205,13.22,0,1.81
8742,10.32,0,1.81
8115,7.2,0,1.81
7452,4.66,0,1.81
6914,2.88,0,1.81
6548,3.71,0,1.81
6368,1.36,0,1.81
6271,2.12,0,1.81
6272,3.96,0,1.81
6432,6.5,0,1.81
6777,9.93,0,1.81
7254,14.06,0.0215,1.81
7927,18.37,0.1102,1.81
8483,23.64,0.18,1.81
8799,27.01,0.3108,1.81
8974,27.7,0.2751,1.81
9012,27.58,0.2799,1.81
8904,26.75,0.3584,1.81
8763,26.18,0.3817,1.81
8696,25.04,0.3267,1.81
8809,23.83,0.132,1.81
9089,21.36,0,1.81
9668,18.37,0,1.81
9709,14.69,0,1.81
9332,11.71,0,1.81
8614,9.1,0,1.81
7822,6.56,0,1.81
7108,4.47,0,1.81
6609,1.62,0,1.81
6360,1.22,0,1.81
6251,1.75,0,1.81
6247,4,0,1.81
6447,8.24,0,1.81
7148,13.41,0,1.81
8479,16.79,0,1.81
9252,19.24,0.0605,1.81
9501,20.24,0.2056,1.81
9791,21.43,0.3067,1.81
9989,25.41,0.3923,1.81
10073,27.06,0.4101,1.81
10059,27.86,0.3265,1.81
10071,27.33,0.3543,1.81
9979,27.06,0.3239,1.81
9909,25.94,0.2139,1.81
9971,24.61,0.072,1.81
10271,21.76,0,1.81
10775,18.12,0,1.81
10623,13.81,0,1.81
10107,10.5,0,1.81
9318,7.32,0,1.81
8351,4.53,0,1.81
7509,2.68,0,1.81
6933,2.49,0,1.81
6601,1.8,0,1.81
6414,1.66,0,1.81
6340,2.46,0,1.81
6463,4.43,0,1.81
7074,7.27,0,1.81
8360,10.98,0,1.81
9155,15,0.1037,1.81
9305,18.95,0.3738,1.81
9414,21.02,0.4981,1.81
9547,21.68,0.612,1.81
9579,22.62,0.6376,1.81
9511,24.07,0.6688,1.81
9483,25.15,0.5734,1.81
9361,26.32,0.5992,1.81
9284,26.98,0.4377,1.81
9371,25.67,0.2159,1.81
9662,23.24,0,1.81
10331,19.29,0,1.81
10346,14.93,0,1.81
9935,11.4,0,1.81
9175,8.83,0,1.81
8327,6.2,0,1.81
7525,3.95,0,1.81
6909,1.69,0,1.81
6616,1.24,0,1.81
6489,1.74,0,1.81
6478,4.05,0,1.81
6687,8.71,0,1.81
7393,14,0,1.81
8775,17.32,0,1.81
9497,19.85,0.1905,1.81
9625,20.91,0.4178,1.81
9630,20.01,0.5817,1.81
9656,19.9,0.6532,1.81
9617,20.63,0.6672,1.81
9548,21.93,0.6623,1.81
9525,22.77,0.6657,1.81
9429,24.62,0.5627,1.81
9358,26.14,0.3873,1.81
9396,25.41,0.1657,1.81
9674,23.89,0,1.81
10346,19.68,0,1.81
10339,14.45,0,1.81
9933,10.46,0,1.81
9213,7.87,0,1.81
8227,4.67,0,1.81
7412,2.64,0,1.81
6859,1.76,0,1.81
6568,1.29,0,1.81
6443,1.82,0,1.81
6412,4.23,0,1.81
6613,9.1,0,1.81
7306,14.62,0,1.81
8690,18.08,0,1.81
9437,20.72,0.1736,1.81
9564,21.84,0.3956,1.81
9616,20.9,0.5752,1.81
9682,20.78,0.6762,1.81
9234,21.54,0.69,1.81
9414,22.89,0.6997,1.81
9407,23.77,0.688,1.81
9652,25.71,0.5822,1.81
9064,27.3,0.416,1.81
9471,26.53,0.1969,1.81
9694,24.95,0,1.81
10310,20.54,0,1.81
10305,15.09,0,1.81
9887,10.92,0,1.81
9182,8.22,0,1.81
8257,4.87,0,1.81
7406,2.76,0,1.81
6826,1.86,0,1.81
6511,1.36,0,1.81
6362,1.92,0,1.81
6328,4.46,0,1.81
6498,9.61,0,1.81
7137,15.44,0,1.81
8435,19.1,0,1.81
9309,21.89,0.0137,1.81
9616,23.07,0.1202,1.81
9834,22.07,0.1691,1.81
10014,21.95,0.2403,1.81
10062,22.76,0.2934,1.81
10008,24.18,0.3407,1.81
9997,25.11,0.3119,1.81
9912,27.16,0.1555,1.81
9856,28.83,0.0634,1.81
9933,28.03,0.0037,1.81
10180,26.35,0,1.81
10417,21.7,0,1.81
10163,15.94,0,1.81
9758,11.53,0,1.81
9185,8.68,0,1.81
8418,5.15,0,1.81
7613,2.91,0,1.81
7009,2.86,0,1.81
6662,2.02,0,1.81
6459,1.96,0,1.81
6370,2.74,0,1.81
6396,5.09,0,1.81
6609,8.36,0,1.81
7102,12.69,0,1.81
7683,17.24,0.0332,1.81
8347,21.85,0.2203,1.81
8861,24.2,0.3719,1.81
9116,24.98,0.5233,1.81
9184,26.13,0.6031,1.81
9113,27.76,0.5883,1.81
8963,28.98,0.5771,1.81
8783,30.4,0.5169,1.81
8671,31.19,0.3534,1.81
8696,29.64,0.153,1.81
8882,26.81,0,1.81
9420,22.28,0,1.81
9299,17.32,0,1.81
8961,13.22,0,1.81
8474,10.32,0,1.81
7835,7.2,0,1.81
7168,4.66,0,1.81
6619,2.88,0,1.81
6264,3.71,0,1.81
6074,1.36,0,1.81
5972,2.12,0,1.81
5979,3.96,0,1.81
6124,6.5,0,1.81
6467,9.93,0,1.81
6865,14.06,0.1827,1.81
7490,18.37,0.4035,1.81
7979,23.64,0.5658,1.81
8216,27.01,0.6151,1.81
8342,27.7,0.6374,1.81
8387,27.58,0.6374,1.81
8333,26.75,0.6141,1.81
8291,26.18,0.5187,1.81
8314,25.04,0.3729,1.81
8518,23.83,0.1689,1.81
8915,21.36,0,1.81
9605,18.37,0,1.81
9438,14.69,0,1.81
9109,11.71,0,1.81
8429,9.1,0,1.81
7631,6.56,0,1.81
6913,4.47,0,1.81
6413,1.62,0,1.81
6160,1.22,0,1.81
6057,1.75,0,1.81
6063,4,0,1.81
6264,8.24,0,1.81
6969,13.41,0,1.81
8336,16.79,0,1.81
9080,19.24,0.1806,1.81
9266,20.24,0.4133,1.81
9442,21.43,0.5741,1.81
9596,25.41,0.6554,1.81
9652,27.06,0.6677,1.81
9608,27.86,0.6701,1.81
9596,27.33,0.6671,1.81
9499,27.06,0.5729,1.81
9425,25.94,0.4039,1.81
9486,24.61,0.1763,1.81
9786,21.76,0,1.81
10450,18.12,0,1.81
10337,13.81,0,1.81
9823,10.5,0,1.81
9061,7.32,0,1.81
8155,4.53,0,1.81
7324,2.68,0,1.81
6715,2.49,0,1.81
6397,1.8,0,1.81
6239,1.66,0,1.81
6222,2.46,0,1.81
6384,4.43,0,1.81
7096,7.27,0,1.81
8464,10.98,0,1.81
9188,15,0.1508,1.81
9333,18.95,0.3569,1.81
9428,21.02,0.5133,1.81
9535,21.68,0.5539,1.81
9581,22.62,0.5123,1.81
9551,24.07,0.4715,1.81
9564,25.15,0.5113,1.81
9473,26.32,0.3938,1.81
9411,26.98,0.2581,1.81
9500,25.67,0.0807,1.81
9880,23.24,0,1.81
10506,19.29,0,1.81
10330,14.93,0,1.81
9846,11.4,0,1.81
9109,8.83,0,1.81
8148,6.2,0,1.81
7310,3.95,0,1.81
6766,1.69,0,1.81
6471,1.24,0,1.81
6318,1.74,0,1.81
6281,4.05,0,1.81
6460,8.71,0,1.81
7134,14,0,1.81
8524,17.32,0,1.81
9310,19.85,0.0745,1.81
9468,20.91,0.2661,1.81
9576,20.01,0.4089,1.81
9653,19.9,0.4458,1.81
9661,20.63,0.49,1.81
9627,21.93,0.4786,1.81
9607,22.77,0.4236,1.81
9503,24.62,0.3719,1.81
9431,26.14,0.3247,1.81
9538,25.41,0.0714,1.81
9943,23.89,0,1.81
10492,19.68,0,1.81
10331,14.45,0,1.81
9879,10.46,0,1.81
9173,7.87,0,1.81
8195,4.67,0,1.81
7368,2.64,0,1.81
6806,1.76,0,1.81
6511,1.29,0,1.81
6370,1.82,0,1.81
6352,4.23,0,1.81
6528,9.1,0,1.81
7225,14.62,0,1.81
8600,18.08,0,1.81
9328,20.72,0.1442,1.81
9431,21.84,0.365,1.81
9530,20.9,0.5017,1.81
9618,20.78,0.573,1.81
9627,21.54,0.5581,1.81
9564,22.89,0.5431,1.81
9540,23.77,0.5261,1.81
9430,25.71,0.4603,1.81
9350,27.3,0.312,1.81
9411,26.53,0.1171,1.81
9752,24.95,0,1.81
10385,20.54,0,1.81
10276,15.09,0,1.81
9867,10.92,0,1.81
9179,8.22,0,1.81
8248,4.87,0,1.81
7401,2.76,0,1.81
6835,1.86,0,1.81
6513,1.36,0,1.81
6361,1.92,0,1.81
6338,4.46,0,1.81
6503,9.61,0,1.81
7168,15.44,0,1.81
8481,19.1,0,1.81
9241,21.89,0.1403,1.81
9414,23.07,0.3359,1.81
9566,22.07,0.4751,1.81
9676,21.95,0.5372,1.81
9685,22.76,0.5388,1.81
9607,24.18,0.5686,1.81
9553,25.11,0.5891,1.81
9443,27.16,0.5142,1.81
9344,28.83,0.3539,1.81
9334,28.03,0.1382,1.81
9565,26.35,0,1.81
10029,21.7,0,1.81
9811,15.94,0,1.81
9424,11.53,0,1.81
8864,8.68,0,1.81
8111,5.15,0,1.81
7336,2.91,0,1.81
6759,2.86,0,1.81
6417,2.02,0,1.81
6229,1.96,0,1.81
6139,2.74,0,1.81
6177,5.09,0,1.81
6432,8.36,0,1.81
6962,12.69,0,1.81
7531,17.24,0.0751,1.81
8163,21.85,0.2797,1.81
8594,24.2,0.429,1.81
8787,24.98,0.4916,1.81
8790,26.13,0.5212,1.81
8729,27.76,0.4923,1.81
8608,28.98,0.3884,1.81
8475,30.4,0.3145,1.81
8413,31.19,0.1933,1.81
8502,29.64,0.0329,1.81
8917,26.81,0,1.81
9479,22.28,0,1.81
9271,17.32,0,1.81
8926,13.22,0,1.81
8445,10.32,0,1.81
7838,7.2,0,1.81
7185,4.66,0,1.81
6664,2.88,0,1.81
6321,3.71,0,1.81
6114,1.36,0,1.81
6015,2.12,0,1.81
6013,3.96,0,1.81
6167,6.5,0,1.81
6531,9.93,0,1.81
7035,14.06,0.0218,1.81
7696,18.37,0.1324,1.81
8286,23.64,0.2131,1.81
8626,27.01,0.2524,1.81
8831,27.7,0.281,1.81
8955,27.58,0.2944,1.81
8937,26.75,0.3043,1.81
8906,26.18,0.2265,1.81
8922,25.04,0.1284,1.81
9164,23.83,0.0149,1.81
9690,21.36,0,1.81
10129,18.37,0,1.81
9903,14.69,0,1.81
9435,11.71,0,1.81
8793,9.1,0,1.81
8056,6.56,0,1.81
7343,4.47,0,1.81
6750,1.62,0,1.81
6410,1.22,0,1.81
6232,1.75,0,1.81
6190,4,0,1.81
6339,8.24,0,1.81
6905,13.41,0,1.81
7872,16.79,0,1.81
8655,19.24,0.0043,1.81
9215,20.24,0.0343,1.81
9691,21.43,0.138,1.81
9958,25.41,0.1864,1.81
10027,27.06,0.1991,1.81
9900,27.86,0.1542,1.81
9694,27.33,0.1065,1.81
9270,27.06,0.0281,1.81
8829,25.94,0.0019,1.81
8607,24.61,0,1.81
8629,21.76,0,1.81
8384,18.12,0,1.81
7789,13.81,0,1.81
7274,10.5,0,1.81
6786,7.32,0,1.81
6243,4.53,0,1.81
5745,2.68,0,1.81
5396,2.49,0,1.81
5207,1.8,0,1.81
5105,1.66,0,1.81
5098,2.46,0,1.81
5246,4.43,0,1.81
5692,7.27,0,1.81
6529,10.98,0,1.81
7244,15,0.0279,1.81
7692,18.95,0.2314,1.81
8046,21.02,0.3816,1.81
8334,21.68,0.4435,1.81
8479,22.62,0.4997,1.81
8558,24.07,0.4305,1.81
8583,25.15,0.4368,1.81
8515,26.32,0.366,1.81
8522,26.98,0.1822,1.81
8707,25.67,0.0052,1.81
9186,23.24,0,1.81
9486,19.29,0,1.81
9235,14.93,0,1.81
8834,11.4,0,1.81
8155,8.83,0,1.81
7406,6.2,0,1.81
6727,3.95,0,1.81
6274,1.69,0,1.81
6017,1.24,0,1.81
5876,1.74,0,1.81
5849,4.05,0,1.81
6002,8.71,0,1.81
6592,14,0,1.81
7764,17.32,0,1.81
8532,19.85,0.0115,1.81
8721,20.91,0.1885,1.81
8900,20.01,0.3249,1.81
9050,19.9,0.3727,1.81
9105,20.63,0.3429,1.81
9076,21.93,0.3792,1.81
9058,22.77,0.3714,1.81
8983,24.62,0.363,1.81
8949,26.14,0.2238,1.81
9055,25.41,0.0457,1.81
9309,23.89,0,1.81
9488,19.68,0,1.81
9292,14.45,0,1.81
9063,10.46,0,1.81
8543,7.87,0,1.81
7755,4.67,0,1.81
7018,2.64,0,1.81
6536,1.76,0,1.81
6281,1.29,0,1.81
6141,1.82,0,1.81
6110,4.23,0,1.81
6288,9.1,0,1.81
6921,14.62,0,1.81
8159,18.08,0,1.81
8917,20.72,0.0734,1.81
9048,21.84,0.2901,1.81
9160,20.9,0.4471,1.81
9242,20.78,0.5471,1.81
9238,21.54,0.549,1.81
9182,22.89,0.5449,1.81
9152,23.77,0.4781,1.81
9066,25.71,0.3486,1.81
9037,27.3,0.2182,1.81
9198,26.53,0.0212,1.81
9718,24.95,0,1.81
10165,20.54,0,1.81
9996,15.09,0,1.81
9595,10.92,0,1.81
8941,8.22,0,1.81
8071,4.87,0,1.81
7293,2.76,0,1.81
6751,1.86,0,2.74
6452,1.36,0,2.74
6288,1.92,0,2.74
6255,4.46,0,2.74
6423,9.61,0,2.74
7062,15.44,0,2.74
8312,19.1,0,2.74
9124,21.89,0.0442,2.74
9279,23.07,0.2029,2.74
9383,22.07,0.2873,2.74
9459,21.95,0.3191,2.74
9385,22.76,0.3298,2.74
9305,24.18,0.3256,2.74
9291,25.11,0.3173,2.74
9200,27.16,0.2735,2.74
9147,28.83,0.1964,2.74
9297,28.03,0.0354,2.74
9724,26.35,0,2.74
10063,21.7,0,2.74
9823,15.94,0,2.74
9456,11.53,0,2.74
8934,8.68,0,2.74
8225,5.15,0,2.74
7491,2.91,0,2.74
6933,2.86,0,2.74
6589,2.02,0,2.74
6424,1.96,0,2.74
6346,2.74,0,2.74
6398,5.09,0,2.74
6647,8.36,0,2.74
7168,12.69,0,2.74
7730,17.24,0.0734,2.74
8280,21.85,0.2972,2.74
8666,24.2,0.4716,2.74
8792,24.98,0.5682,2.74
8748,26.13,0.6029,2.74
8634,27.76,0.634,2.74
8481,28.98,0.6112,2.74
8362,30.4,0.4913,2.74
8316,31.19,0.3024,2.74
8517,29.64,0.0796,2.74
9069,26.81,0,2.74
9568,22.28,0,2.74
9365,17.32,0,2.74
9078,13.22,0,2.74
8656,10.32,0,2.74
8089,7.2,0,2.74
7494,4.66,0,2.74
6949,2.88,0,2.74
6507,3.71,0,2.74
6314,1.36,0,2.74
6304,2.12,0,2.74
6414,3.96,0,2.74
6687,6.5,0,2.74
7075,9.93,0,2.74
7640,14.06,0.1222,2.74
8202,18.37,0.3693,2.74
8477,23.64,0.5472,2.74
8510,27.01,0.6611,2.74
8481,27.7,0.6554,2.74
8428,27.58,0.6543,2.74
8366,26.75,0.6434,2.74
8342,26.18,0.5225,2.74
8492,25.04,0.3333,2.74
9285,23.83,0.0922,2.74
9997,21.36,0,2.74
10020,18.37,0,2.74
9713,14.69,0,2.74
9387,11.71,0,2.74
8555,9.1,0,2.74
7755,6.56,0,2.74
7082,4.47,0,2.74
6782,1.62,0,2.74
6581,1.22,0,2.74
6505,1.75,0,2.74
6550,4,0,2.74
6827,8.24,0,2.74
7644,13.41,0,2.74
8992,16.79,0,2.74
9716,19.24,0.0742,2.74
9891,20.24,0.2679,2.74
9973,21.43,0.405,2.74
9995,25.41,0.494,2.74
9959,27.06,0.5344,2.74
9875,27.86,0.5662,2.74
9805,27.33,0.5347,2.74
9639,27.06,0.4517,2.74
9717,25.94,0.3069,2.74
10430,24.61,0.0925,2.74
11293,21.76,0,2.74
11238,18.12,0,2.74
10930,13.81,0,2.74
10459,10.5,0,2.74
9726,7.32,0,2.74
8839,4.53,0,2.74
8038,2.68,0,2.74
7549,2.49,0,2.74
7310,1.8,0,2.74
7228,1.66,0,2.74
7262,2.46,0,2.74
7519,4.43,0,2.74
8322,7.27,0,2.74
9464,10.98,0,2.74
10030,15,0.1203,2.74
10132,18.95,0.3677,2.74
10119,21.02,0.564,2.74
10087,21.68,0.647,2.74
10024,22.62,0.6568,2.74
9907,24.07,0.654,2.74
9827,25.15,0.6313,2.74
9742,26.32,0.5149,2.74
9772,26.98,0.3445,2.74
10374,25.67,0.1058,2.74
11315,23.24,0,2.74
11326,19.29,0,2.74
11104,14.93,0,2.74
10657,11.4,0,2.74
9960,8.83,0,2.74
9088,6.2,0,2.74
8337,3.95,0,2.74
7946,1.69,0,2.74
7624,1.24,0,2.74
7412,1.74,0,2.74
7356,4.05,0,2.74
7642,8.71,0,2.74
8347,14,0,2.74
9626,17.32,0,2.74
10229,19.85,0,2.74
10463,20.91,0.0754,2.74
10599,20.01,0.1703,2.74
10700,19.9,0.2229,2.74
10783,20.63,0.2517,2.74
10782,21.93,0.272,2.74
10826,22.77,0.2366,2.74
10864,24.62,0.1811,2.74
11085,26.14,0.0754,2.74
11609,25.41,0,2.74
12138,23.89,0,2.74
12100,19.68,0,2.74
11631,14.45,0,2.74
11198,10.46,0,2.74
10309,7.87,0,2.74
9301,4.67,0,2.74
8475,2.64,0,2.74
7891,1.76,0,2.74
7615,1.29,0,2.74
7474,1.82,0,2.74
7476,4.23,0,2.74
7696,9.1,0,2.74
8417,14.62,0,2.74
9576,18.08,0,2.74
10279,20.72,0.0754,2.74
10586,21.84,0.3018,2.74
10680,20.9,0.4624,2.74
10774,20.78,0.5456,2.74
10792,21.54,0.5723,2.74
10698,22.89,0.5439,2.74
10668,23.77,0.5465,2.74
10575,25.71,0.4733,2.74
10644,27.3,0.3251,2.74
11210,26.53,0.0921,2.74
11693,24.95,0,2.74
11538,20.54,0,2.74
11233,15.09,0,2.74
10756,10.92,0,2.74
9959,8.22,0,2.74
9011,4.87,0,2.74
8151,2.76,0,2.74
7636,1.86,0,2.74
7348,1.36,0,2.74
7194,1.92,0,2.74
7183,4.46,0,2.74
7412,9.61,0,2.74
8141,15.44,0,2.74
9330,19.1,0,2.74
9913,21.89,0.1146,2.74
10016,23.07,0.3642,2.74
10005,22.07,0.5442,2.74
9988,21.95,0.664,2.74
9898,22.76,0.6788,2.74
9723,24.18,0.6688,2.74
9632,25.11,0.6519,2.74
9524,27.16,0.5274,2.74
9521,28.83,0.346,2.74
10054,28.03,0.103,2.74
10754,26.35,0,2.74
10612,21.7,0,2.74
10274,15.94,0,2.74
9885,11.53,0,2.74
9325,8.68,0,2.74
8600,5.15,0,2.74
7873,2.91,0,2.74
7311,2.86,0,2.74
7015,2.02,0,2.74
6844,1.96,0,2.74
6783,2.74,0,2.74
6872,5.09,0,2.74
7168,8.36,0,2.74
7632,12.69,0,2.74
8181,17.24,0.1056,2.74
8726,21.85,0.3458,2.74
8978,24.2,0.5296,2.74
8996,24.98,0.648,2.74
8889,26.13,0.6685,2.74
8728,27.76,0.667,2.74
8559,28.98,0.6408,2.74
8459,30.4,0.5113,2.74
8528,31.19,0.3324,2.74
9199,29.64,0.0819,2.74
9937,26.81,0,2.74
9805,22.28,0,2.74
9518,17.32,0,2.74
9193,13.22,0,2.74
8738,10.32,0,2.74
8149,7.2,0,2.74
7520,4.66,0,2.74
7043,2.88,0,2.74
6729,3.71,0,2.74
6554,1.36,0,2.74
6477,2.12,0,2.74
6517,3.96,0,2.74
6693,6.5,0,2.74
7009,9.93,0,2.74
7476,14.06,0.0737,2.74
8079,18.37,0.3074,2.74
8429,23.64,0.4571,2.74
8559,27.01,0.5656,2.74
8593,27.7,0.5666,2.74
8576,27.58,0.5863,2.74
8462,26.75,0.5924,2.74
8364,26.18,0.503,2.74
8398,25.04,0.3328,2.74
9091,23.83,0.0969,2.74
9896,21.36,0,2.74
9771,18.37,0,2.74
9445,14.69,0,2.74
9037,11.71,0,2.74
8453,9.1,0,2.74
7767,6.56,0,2.74
7130,4.47,0,2.74
6683,1.62,0,2.74
6430,1.22,0,2.74
6310,1.75,0,2.74
6315,4,0,2.74
6511,8.24,0,2.74
7110,13.41,0,2.74
8009,16.79,0,2.74
8719,19.24,0.103,2.74
9184,20.24,0.3367,2.74
9447,21.43,0.5029,2.74
9603,25.41,0.6295,2.74
9638,27.06,0.641,2.74
9594,27.86,0.6296,2.74
9550,27.33,0.6023,2.74
9478,27.06,0.4756,2.74
9487,25.94,0.3125,2.74
10163,24.61,0.0716,2.74
10878,21.76,0,2.74
10702,18.12,0,2.74
10322,13.81,0,2.74
9805,10.5,0,2.74
9036,7.32,0,2.74
8126,4.53,0,2.74
7360,2.68,0,2.74
6825,2.49,0,2.74
6525,1.8,0,2.74
6366,1.66,0,2.74
6353,2.46,0,2.74
6544,4.43,0,2.74
7251,7.27,0,2.74
8516,10.98,0,2.74
9268,15,0.0002,2.74
9477,18.95,0.2048,2.74
9630,21.02,0.3617,2.74
9780,21.68,0.4551,2.74
9832,22.62,0.4406,2.74
9815,24.07,0.3895,2.74
9821,25.15,0.3436,2.74
