Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Price
7569,1.8,0,4.28
7305,1.66,0,4.28
7231,2.46,0,4.28
7282,4.43,0,4.28
7516,7.27,0,4.28
7958,10.98,0,4.28
8528,15,0,4.28
9177,18.95,0.0422,4.28
9638,21.02,0.2161,4.28
9819,21.68,0.3402,4.28
9894,22.62,0.3622,4.28
9813,24.07,0.3953,4.28
9566,25.15,0.3981,4.28
9279,26.32,0.3761,4.28
9187,26.98,0.2498,4.28
9711,25.67,0.0551,4.28
10149,23.24,0,4.28
10140,19.29,0,4.28
10092,14.93,0,4.28
9995,11.4,0,4.28
9683,8.83,0,4.28
9079,6.2,0,4.28
8398,3.95,0,4.28
7895,1.69,0,4.28
7621,1.24,0,4.28
7499,1.74,0,4.28
7536,4.05,0,4.28
7753,8.71,0,4.28
8313,14,0,4.28
9224,17.32,0,4.28
9924,19.85,0,4.28
10393,20.91,0.2042,4.28
10688,20.01,0.4346,4.28
10839,19.9,0.5342,4.28
10889,20.63,0.4958,4.28
10844,21.93,0.4244,4.28
10818,22.77,0.2468,4.28
10788,24.62,0.2304,4.28
10950,26.14,0.0783,4.28
11747,25.41,0,4.28
12226,23.89,0,4.28
12099,19.68,0,4.28
11776,14.45,0,4.28
11341,10.46,0,4.28
10649,7.87,0,4.28
9755,4.67,0,4.28
8853,2.64,0,4.28
8199,1.76,0,4.28
7839,1.29,0,4.28
7652,1.82,0,4.28
7536,4.23,0,4.28
7727,9.1,0,4.28
8230,14.62,0,4.28
9005,18.08,0,4.28
9737,20.72,0,4.28
10207,21.84,0.0002,4.28
10635,20.9,0.0078,4.28
10907,20.78,0.1472,4.28
11027,21.54,0.2069,4.28
10986,22.89,0.1823,4.28
10917,23.77,0.1913,4.28
10813,25.71,0.1432,4.28
10889,27.3,0.0465,4.28
11563,26.53,0,4.28
12134,24.95,0,4.28
11976,20.54,0,4.28
11623,15.09,0,4.28
11165,10.92,0,4.28
10481,8.22,0,4.28
9586,4.87,0,4.28
8734,2.76,0,4.28
8127,1.86,0,4.28
7810,1.36,0,4.28
7656,1.92,0,4.28
7640,4.46,0,4.28
7829,9.61,0,4.28
8375,15.44,0,4.28
9248,19.1,0,4.28
9903,21.89,0,4.28
10347,23.07,0.2081,4.28
10599,22.07,0.4198,4.28
10680,21.95,0.5566,4.28
10613,22.76,0.6148,4.28
10459,24.18,0.6451,4.28
10329,25.11,0.6373,4.28
10219,27.16,0.5305,4.28
10248,28.83,0.3574,4.28
11026,28.03,0.1069,4.28
11797,26.35,0,4.28
11680,21.7,0,4.28
11362,15.94,0,4.28
10989,11.53,0,4.28
10419,8.68,0,4.28
9664,5.15,0,4.28
8844,2.91,0,4.28
8241,2.86,0,4.28
7880,2.02,0,4.28
7703,1.96,0,4.28
7615,2.74,0,4.28
7660,5.09,0,4.28
7917,8.36,0,4.28
8375,12.69,0,4.28
8885,17.24,0,4.28
9511,21.85,0.0379,4.28
10005,24.2,0.2093,4.28
10256,24.98,0.3024,4.28
10299,26.13,0.3479,4.28
10302,27.76,0.3523,4.28
10277,28.98,0.3162,4.28
10289,30.4,0.2668,4.28
10490,31.19,0.1084,4.28
11257,29.64,0,4.28
11770,26.81,0,4.28
11670,22.28,0,4.28
11311,17.32,0,4.28
10872,13.22,0,4.28
10303,10.32,0,4.28
9558,7.2,0,4.28
8787,4.66,0,4.28
8179,2.88,0,4.28
7788,3.71,0,4.28
7602,1.36,0,4.28
7520,2.12,0,4.28
7568,3.96,0,4.28
7783,6.5,0,4.28
8145,9.93,0,4.28
8515,14.06,0,4.28
9074,18.37,0.1722,4.28
9555,23.64,0.3829,4.28
9877,27.01,0.5272,4.28
10082,27.7,0.5885,4.28
10161,27.58,0.569,4.28
10085,26.75,0.5622,4.28
10002,26.18,0.4957,4.28
10086,25.04,0.3612,4.28
10996,23.83,0.1212,4.28
11817,21.36,0,4.28
11777,18.37,0,4.28
11486,14.69,0,4.28
11162,11.71,0,4.28
10603,9.1,0,4.28
9865,6.56,0,4.28
9090,4.47,0,4.28
8516,1.62,0,4.28
8194,1.22,0,4.28
8028,1.75,0,4.28
8002,4,0,4.28
8148,8.24,0,4.28
8589,13.41,0,4.28
9325,16.79,0,4.28
9904,19.24,0,4.28
10400,20.24,0.118,4.28
10771,21.43,0.2745,4.28
10938,25.41,0.3837,4.28
10907,27.06,0.4294,4.28
10730,27.86,0.4076,4.28
10550,27.33,0.4265,4.28
10438,27.06,0.3834,4.28
10469,25.94,0.2594,4.28
11228,24.61,0.078,4.28
11908,21.76,0,4.28
11562,18.12,0,4.28
9923,13.81,0,4.28
9461,10.5,0,4.28
9018,7.32,0,4.28
8551,4.53,0,4.28
8089,2.68,0,4.28
