BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3
t492,8312.509437158924,0.0,-1328.0202558380115,0.0,0.0,0.0,0.0,4441.510818679086,-0.0,-11426.0,16014.746390578235,0.0,-6851.746390578228,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3263.0,99.51081867908566,0.0,-0.0,0.0,0.0,0.0,0.0,1458.4891813209144,-0.0,-1558.0
t493,8840.2300450346,0.0,-1915.9378783609848,0.0,0.0,0.0,0.0,4500.707833326385,-0.0,-11425.0,17862.009015399537,0.0,-8699.009015399537,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3263.0,158.70783332638533,0.0,-0.0,0.0,0.0,0.0,0.0,1399.2921666736147,-0.0,-1558.0
t494,8534.516037713518,0.0,-0.0,0.0,0.0,0.0,0.0,2745.483962286483,-0.0,-11280.0,18286.772847844633,0.0,-11351.981542254442,0.0,0.0,0.0,0.0,-3713.791305590194,-0.0,-3221.0,569.6926566962887,0.0,-0.0,0.0,0.0,0.0,0.0,968.3073433037113,-0.0,-1538.0
t495,7133.326837491896,0.0,-938.2568516708817,0.0,0.0,0.0,0.0,4900.930014178985,-0.0,-11096.0,16320.48598947797,0.0,-7251.485989477969,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3169.0,547.9032450403154,0.0,-33.973230861329625,0.0,0.0,0.0,0.0,999.0699858210143,-0.0,-1513.0
t496,3959.7242853016237,0.0,-0.0,0.0,0.0,0.0,0.0,7058.275714698377,-0.0,-11018.0,10890.429057718782,0.0,-1844.4290577187728,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3146.0,876.6376156862556,1783.6380990121208,-0.0,0.0,0.0,0.0,0.0,-1158.2757146983763,-0.0,-1502.0
t497,345.74798447027047,1894.0096543811105,-0.0,0.0,0.0,0.0,0.0,9199.24236114862,-0.0,-11439.0,2517.971860004174,6648.028139995826,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3266.0,1543.587252675219,3315.6551084734,-0.0,0.0,0.0,0.0,0.0,-3299.242361148619,-0.0,-1560.0
t498,0.0,2261.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-12161.0,1726.9165481638158,7646.083451836184,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3473.0,3333.996006726537,2324.003993273463,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1658.0
t499,0.0,2136.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-12036.0,1533.759221424112,7803.240778575888,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3437.0,4086.3112783525658,1554.6887216474342,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1641.0
t500,0.0,1719.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11619.0,862.3063756302442,8355.693624369756,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3318.0,5260.009000082074,323.9909999179263,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1584.0
t501,0.0,1290.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11190.0,863.4958894731205,8231.50411052688,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3195.0,5525.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1525.0
t502,0.0,734.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10634.0,1287.372294700217,7649.627705299783,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3037.0,5449.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1449.0
t503,0.0,51.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-9951.0,968.6383166792592,7773.361683320741,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2842.0,5357.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1357.0
t504,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9283.0,-0.0,-9283.0,1855.5710377397488,6078.428962260251,-0.0,0.0,0.0,0.0,0.0,-5283.0,-0.0,-2651.0,5266.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1266.0
t505,0.0,5571.489175797102,-0.0,0.0,0.0,0.0,0.0,3189.5108242028987,-0.0,-8761.0,1691.5108242028987,0.0,-0.0,0.0,0.0,0.0,0.0,810.4891757971013,-0.0,-2502.0,5195.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1195.0
t506,0.0,5237.065198916114,-0.0,0.0,0.0,0.0,0.0,3236.9348010838858,-0.0,-8474.0,1656.9348010838858,0.0,-0.0,0.0,0.0,0.0,0.0,763.0651989161142,-0.0,-2420.0,5156.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1156.0
t507,0.0,4972.202274133184,-0.0,0.0,0.0,0.0,0.0,3363.797725866816,-0.0,-8336.0,1743.7977258668166,0.0,-0.0,0.0,0.0,0.0,0.0,636.2022741331839,-0.0,-2380.0,5136.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1136.0
t508,0.0,5110.035056559142,-0.0,0.0,0.0,0.0,0.0,3164.9649434408575,-0.0,-8275.0,1528.9649434408575,0.0,-0.0,0.0,0.0,0.0,0.0,835.0350565591425,-0.0,-2364.0,5128.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1128.0
t509,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8330.0,-0.0,-8330.0,1289.1041467803248,5419.895853219676,-0.0,0.0,0.0,0.0,0.0,-4330.0,-0.0,-2379.0,5136.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1136.0
t510,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8557.0,-0.0,-8557.0,1394.3508656232757,5606.649134376724,-0.0,0.0,0.0,0.0,0.0,-4557.0,-0.0,-2444.0,5166.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1166.0
t511,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8959.0,-0.0,-8959.0,1546.377518885008,5971.622481114992,-0.0,0.0,0.0,0.0,0.0,-4959.0,-0.0,-2559.0,5222.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1222.0
t512,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9399.0,-0.0,-9399.0,1356.6202293429537,6726.379770657046,-0.0,0.0,0.0,0.0,0.0,-5399.0,-0.0,-2684.0,5282.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1282.0
t513,7915.809118135139,0.0,-0.0,0.0,0.0,0.0,0.0,2066.190881864861,-0.0,-9982.0,15301.107411928206,0.0,-9023.916530063345,0.0,0.0,0.0,0.0,-3427.190881864861,-0.0,-2850.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1361.0,-0.0,-1361.0
t514,14852.605522349199,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,3531.43364082054,-0.0,-10341.0,18421.262138800856,0.0,-9568.262138800857,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2953.0,0.0,0.0,-958.56635917946,0.0,0.0,0.0,0.0,2368.56635917946,-0.0,-1410.0
t515,20428.246703490822,0.0,-45.246703490822256,0.0,0.0,0.0,0.0,-9900.0,-0.0,-10483.0,23371.89750393562,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,5900.0,-0.0,-2994.0,0.0,0.0,-2571.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1429.0
t516,19369.166035271362,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-845.126872101624,-0.0,-10481.0,29853.770631833995,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-582.873127898376,-0.0,-2993.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1428.0,-0.0,-1428.0
t517,20668.450566385956,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-2207.411403216218,-0.0,-10418.0,28465.4861007194,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,787.4114032162179,-0.0,-2975.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1420.0,-0.0,-1420.0
t518,19096.207100163254,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-714.1679369935155,-0.0,-10339.0,29925.729566942104,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,-694.8320630064845,-0.0,-2953.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1409.0,-0.0,-1409.0
t519,15391.244487629197,0.0,-0.0,0.0,0.0,0.0,0.0,-5083.2444876291975,-0.0,-10308.0,0.0,0.0,-734.2444876291975,0.0,0.0,0.0,0.0,3678.2444876291975,-0.0,-2944.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1405.0,-0.0,-1405.0
t520,11333.254985688654,0.0,-2907.2549856886544,0.0,0.0,0.0,0.0,1900.0,-0.0,-10326.0,24598.32591023002,0.0,-15749.325910230022,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2949.0,0.0,0.0,-2592.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1408.0
t521,3967.00319023784,0.0,-0.0,0.0,0.0,0.0,0.0,6840.99680976216,-0.0,-10808.0,12238.175370213616,0.0,-3252.1753702136157,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3086.0,2414.99680976216,0.0,-0.0,0.0,0.0,0.0,0.0,-940.99680976216,-0.0,-1474.0
t522,0.0,1627.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11527.0,1212.3825264840539,7979.617473515946,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3292.0,5571.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1571.0
t523,0.0,1631.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11531.0,2029.0744305518415,7163.925569448158,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3293.0,5572.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1572.0
t524,0.0,1420.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11320.0,920.7388617285013,8212.261138271499,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3233.0,5544.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1544.0
t525,0.0,1005.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10905.0,1562.4806410950196,7452.51935890498,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3115.0,5487.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1487.0
t526,0.0,322.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10222.0,1363.5706152915727,7456.429384708427,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2920.0,5393.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1393.0
t527,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9458.0,-0.0,-9458.0,1773.9830666791456,6385.016933320854,-0.0,0.0,0.0,0.0,0.0,-5458.0,-0.0,-2701.0,5289.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1289.0
t528,0.0,5562.091495034453,-0.0,0.0,0.0,0.0,0.0,3120.908504965547,-0.0,-8683.0,1599.9085049655469,0.0,-0.0,0.0,0.0,0.0,0.0,879.0914950344531,-0.0,-2479.0,5184.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1184.0
t529,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8126.0,-0.0,-8126.0,1745.2756756727238,4701.724324327276,-0.0,0.0,0.0,0.0,0.0,-4126.0,-0.0,-2321.0,5108.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1108.0
t530,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7842.0,-0.0,-7842.0,2354.2437376914504,3726.7562623085496,-0.0,0.0,0.0,0.0,0.0,-3842.0,-0.0,-2239.0,5069.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1069.0
t531,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7727.0,-0.0,-7727.0,2172.2025576086594,3761.7974423913406,-0.0,0.0,0.0,0.0,0.0,-3727.0,-0.0,-2207.0,5054.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1054.0
t532,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7733.0,-0.0,-7733.0,2293.0829763737247,3648.9170236262753,-0.0,0.0,0.0,0.0,0.0,-3733.0,-0.0,-2209.0,5055.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1055.0
t533,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7973.0,-0.0,-7973.0,2444.279158044661,3805.720841955339,-0.0,0.0,0.0,0.0,0.0,-3973.0,-0.0,-2277.0,5087.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1087.0
t534,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8704.0,-0.0,-8704.0,2233.7988256764124,4955.201174323587,-0.0,0.0,0.0,0.0,0.0,-4704.0,-0.0,-2485.0,5186.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1186.0
t535,0.0,134.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10034.0,1671.6558644791069,7093.344135520893,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2865.0,5368.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1368.0
t536,0.0,881.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10781.0,661.2472561936756,8317.752743806324,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3079.0,5469.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1469.0
t537,3967.00319023784,0.0,-0.0,0.0,0.0,0.0,0.0,6974.99680976216,-0.0,-10942.0,8978.727777150078,0.0,-0.0,0.0,0.0,0.0,0.0,-5852.727777150078,-0.0,-3126.0,2614.269032612083,0.0,-0.0,0.0,0.0,0.0,0.0,-1122.2690326120828,-0.0,-1492.0
t538,11773.628734329737,0.0,-5136.628734329737,0.0,0.0,0.0,0.0,4396.0,-0.0,-11033.0,20627.356493316856,0.0,-11576.356493316856,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3151.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1504.0,-0.0,-1504.0
t539,12967.369143869197,0.0,-6232.369143869197,0.0,0.0,0.0,0.0,4384.0,-0.0,-11119.0,20478.275730224555,0.0,-11402.275730224555,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3176.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1516.0,-0.0,-1516.0
t540,13771.68813932109,0.0,-0.0,0.0,0.0,0.0,0.0,-2668.6881393210897,-0.0,-11103.0,27383.42562072714,0.0,-25368.11376004823,0.0,0.0,0.0,0.0,1154.6881393210897,-0.0,-3170.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1514.0,-0.0,-1514.0
t541,12177.607958289736,0.0,-0.0,0.0,0.0,0.0,0.0,-1181.6079582897364,-0.0,-10996.0,3457.3920417102636,0.0,-0.0,0.0,0.0,0.0,0.0,-317.3920417102636,-0.0,-3140.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1499.0,-0.0,-1499.0
t542,9495.33148929406,0.0,-0.0,0.0,0.0,0.0,0.0,1425.6685107059402,-0.0,-10921.0,18655.424581505027,0.0,-12621.756070799087,0.0,0.0,0.0,0.0,-2914.66851070594,-0.0,-3119.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1489.0,-0.0,-1489.0
t543,8665.53632656541,0.0,-0.0,0.0,0.0,0.0,0.0,2137.4636734345895,-0.0,-10803.0,8985.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3085.0,0.0,0.0,-2289.5363265654105,0.0,0.0,0.0,0.0,3762.5363265654105,-0.0,-1473.0
t544,4756.7643758173,0.0,-0.0,0.0,0.0,0.0,0.0,6051.2356241827,-0.0,-10808.0,14677.678766269482,0.0,-5691.678766269482,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3086.0,1625.2356241827001,0.0,-0.0,0.0,0.0,0.0,0.0,-151.23562418270012,-0.0,-1474.0
t545,968.0943565167572,432.9056434832428,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11301.0,2481.799188209786,6645.200811790215,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3227.0,5540.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1540.0
t546,0.0,2119.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-12019.0,1929.673992103471,7402.326007896529,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3432.0,5639.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1639.0
t547,0.0,2019.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11919.0,2114.915725085514,7189.084274914486,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3404.0,5625.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1625.0
t548,0.0,1641.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11541.0,2280.374340934737,6915.625659065263,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3296.0,5574.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1574.0
t549,0.0,1097.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10997.0,2388.0027049060036,6651.997295093996,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3140.0,5499.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1499.0
t550,0.0,297.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10197.0,2278.9461846112567,6533.053815388743,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2912.0,5390.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1390.0
t551,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9194.0,-0.0,-9194.0,2165.380589289169,5653.619410710831,-0.0,0.0,0.0,0.0,0.0,-5194.0,-0.0,-2625.0,5253.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1253.0
t552,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8285.0,-0.0,-8285.0,2419.0834179872163,4231.916582012784,-0.0,0.0,0.0,0.0,0.0,-4285.0,-0.0,-2366.0,5130.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1130.0
t553,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7707.0,-0.0,-7707.0,2474.6431729351657,3433.3568270648343,-0.0,0.0,0.0,0.0,0.0,-3707.0,-0.0,-2201.0,5050.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1050.0
t554,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7341.0,-0.0,-7341.0,2484.9795674169422,2953.0204325830578,-0.0,0.0,0.0,0.0,0.0,-3341.0,-0.0,-2097.0,5000.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1000.0
t555,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7162.0,-0.0,-7162.0,2493.4957737185273,2713.5042262814727,-0.0,0.0,0.0,0.0,0.0,-3162.0,-0.0,-2045.0,4976.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-976.0
t556,0.0,3022.185342367005,-0.0,0.0,0.0,0.0,0.0,4093.814657632995,-0.0,-7116.0,2125.814657632995,0.0,-0.0,0.0,0.0,0.0,0.0,-93.81465763299502,-0.0,-2032.0,4970.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-970.0
t557,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7319.0,-0.0,-7319.0,1384.354399855498,4024.645600144502,-0.0,0.0,0.0,0.0,0.0,-3319.0,-0.0,-2090.0,4998.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-998.0
t558,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7994.0,-0.0,-7994.0,1090.9576072465966,5186.042392753403,-0.0,0.0,0.0,0.0,0.0,-3994.0,-0.0,-2283.0,5090.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1090.0
t559,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9337.0,-0.0,-9337.0,1148.4285815095548,6854.5714184904455,-0.0,0.0,0.0,0.0,0.0,-5337.0,-0.0,-2666.0,5273.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1273.0
t560,0.0,2482.0015530132955,-0.0,0.0,0.0,0.0,0.0,7595.998446986705,-0.0,-10078.0,1310.7119265751876,5163.286520411517,-0.0,0.0,0.0,0.0,0.0,-3595.9984469867045,-0.0,-2878.0,5374.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1374.0
t561,3668.568087852975,0.0,-0.0,0.0,0.0,0.0,0.0,6484.431912147025,-0.0,-10153.0,8800.0,0.0,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2900.0,1968.4319121470248,0.0,-0.0,0.0,0.0,0.0,0.0,-584.4319121470248,-0.0,-1384.0
t562,12996.48476361406,0.0,-0.0,0.0,0.0,0.0,0.0,-2885.4847636140603,-0.0,-10111.0,27658.41274032156,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,1507.4847636140603,-0.0,-2888.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1378.0,-0.0,-1378.0
t563,19744.029639486496,0.0,-5350.029639486496,0.0,0.0,0.0,0.0,-4271.0,-0.0,-10123.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2891.0,-0.0,-2891.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1380.0,-0.0,-1380.0
t564,23026.815765720014,0.0,-5671.815765720014,0.0,0.0,0.0,0.0,-7274.0,-0.0,-10081.0,0.0,0.0,-3021.0,0.0,0.0,0.0,0.0,5900.0,-0.0,-2879.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1374.0,-0.0,-1374.0
t565,23885.726548193525,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-5877.687385023786,-0.0,-9965.0,27246.210118911833,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,1877.6873850237862,-0.0,-2846.0,0.0,0.0,-2642.0,0.0,0.0,0.0,0.0,4000.0,-0.0,-1358.0
t566,23518.141848914605,0.0,-6381.141848914605,0.0,0.0,0.0,0.0,-7248.0,-0.0,-9889.0,23202.89750393562,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,5900.0,-0.0,-2825.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1348.0,-0.0,-1348.0
t567,20533.790825065957,0.0,-8043.0391631697385,0.0,0.0,0.0,0.0,-2707.751661896218,-0.0,-9783.0,27697.1458420394,0.0,-26277.89750393562,0.0,0.0,0.0,0.0,1374.7516618962181,-0.0,-2794.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1333.0,-0.0,-1333.0
t568,14390.395058899467,0.0,-0.0,0.0,0.0,0.0,0.0,-4599.395058899467,-0.0,-9791.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2796.0,-0.0,-2796.0,0.0,0.0,-468.3950588994667,0.0,0.0,0.0,0.0,1803.3950588994667,-0.0,-1335.0
t569,5644.790778035678,0.0,-0.0,0.0,0.0,0.0,0.0,4636.209221964322,-0.0,-10281.0,11980.672233963272,0.0,-3144.6722339632724,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2936.0,138.20922196432184,0.0,-0.0,0.0,0.0,0.0,0.0,1263.7907780356782,-0.0,-1402.0
t570,0.0,1282.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11182.0,1646.2541637634117,7447.745836236589,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3194.0,5525.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1525.0
t571,0.0,1292.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-11192.0,1719.4110264425844,7376.588973557416,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3196.0,5526.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1526.0
t572,0.0,1026.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10926.0,1332.9715012962656,7687.028498703734,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-3120.0,5489.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1489.0
t573,0.0,593.0,-0.0,0.0,0.0,0.0,0.0,9900.0,-0.0,-10493.0,1135.5734158423609,7761.426584157639,-0.0,0.0,0.0,0.0,0.0,-5900.0,-0.0,-2997.0,5430.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1430.0
t574,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,9776.0,-0.0,-9776.0,1941.5614075248309,6626.43859247517,-0.0,0.0,0.0,0.0,0.0,-5776.0,-0.0,-2792.0,5332.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1332.0
t575,0.0,5310.191689588897,-0.0,0.0,0.0,0.0,0.0,3569.8083104111033,-0.0,-8880.0,2105.8083104111033,0.0,-0.0,0.0,0.0,0.0,0.0,430.1916895888967,-0.0,-2536.0,5211.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1211.0
t576,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,8042.0,-0.0,-8042.0,2257.0291586331464,4081.9708413668536,-0.0,0.0,0.0,0.0,0.0,-4042.0,-0.0,-2297.0,5096.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1096.0
t577,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7503.0,-0.0,-7503.0,2296.849147747863,3349.150852252137,-0.0,0.0,0.0,0.0,0.0,-3503.0,-0.0,-2143.0,5023.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-1023.0
t578,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7232.0,-0.0,-7232.0,1892.384102631113,3404.615897368887,-0.0,0.0,0.0,0.0,0.0,-3232.0,-0.0,-2065.0,4986.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-986.0
t579,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7111.0,-0.0,-7111.0,2011.6791245385116,3130.3208754614884,-0.0,0.0,0.0,0.0,0.0,-3111.0,-0.0,-2031.0,4969.0,0.0,-0.0,0.0,0.0,0.0,0.0,-4000.0,-0.0,-969.0
