Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
4864,11282,3222,1538,834.5832,4910.5089,1849.1484
4865,11542,3296,1574,794.2539,4673.8659,1760.1573
4866,11705,3343,1595,711.9288,4188.2478,1577.1756
4867,11579,3307,1579,612.2721,3602.973,1356.8643
4868,11269,3219,1536,489.6177,2881.0452,1084.8915
4869,11276,3221,1537,390.2943,2295.7704,864.5802
4870,10993,3140,1499,303.303,1785.4881,672.2661
4871,10136,2895,1382,218.6448,1287.2046,484.9515
4872,9204,2629,1255,148.9851,876.579,329.967
4873,8503,2429,1159,53.9946,316.9683,119.3214
4874,8049,2299,1097,40.6626,238.9761,89.991
4875,7789,2224,1062,58.3275,342.9657,129.3204
4876,7698,2199,1050,133.32,784.9215,295.6371
4877,7855,2244,1070,274.6392,1616.505,608.9391
4878,8355,2386,1139,446.9553,2630.4036,990.5676
4879,9252,2643,1262,559.6107,3293.004,1240.2093
4880,10317,2946,1407,641.2692,3773.9559,1421.1912
4881,11097,3170,1513,674.5992,3968.9364,1494.5172
4882,11679,3336,1592,714.2619,4202.913,1582.8417
4883,12225,3492,1666,846.9153,4982.5017,1876.479
4884,12661,3616,1727,901.9098,5307.4692,1998.8001
4885,12965,3703,1767,928.5738,5463.4536,2057.4609
4886,13402,3828,1827,910.9089,5359.464,2018.1315
4887,13743,3925,1873,901.9098,5307.4692,1998.8001
4888,13994,3997,1908,864.5802,5086.4913,1915.4751
4889,14146,4040,1929,820.2513,4826.5173,1817.4849
4890,14089,4024,1921,725.2608,4267.5732,1607.1726
4891,13759,3930,1876,603.9396,3552.978,1337.8662
4892,13411,3830,1828,460.2873,2708.3958,1019.898
4893,13436,3837,1832,349.965,2058.4608,775.2558
4894,12935,3694,1763,243.9756,1434.8565,540.2793
4895,11812,3373,1611,150.9849,888.9111,334.6332
4896,10659,3044,1453,89.3244,524.9475,197.6469
4897,9823,2805,1339,82.9917,488.9511,184.3149
4898,9304,2657,1268,59.994,353.298,132.9867
4899,8976,2564,1224,55.3278,325.9674,122.6544
4900,8828,2521,1203,81.9918,482.2851,181.6485
4901,8898,2541,1213,147.6519,869.5797,327.3006
4902,9294,2655,1267,242.3091,1426.524,537.2796
4903,10147,2898,1383,365.9634,2153.4513,810.9189
4904,11312,3231,1542,499.95,2941.3725,1107.5559
4905,12317,3518,1679,631.6035,3715.6284,1399.1934
4906,13142,3754,1792,700.5966,4123.2543,1552.8447
4907,13876,3963,1892,722.5944,4252.2414,1601.5065
4908,14352,4099,1957,753.9246,4435.5564,1670.4996
4909,14766,4217,2014,802.2531,4720.8612,1777.8222
4910,15124,4319,2062,838.2495,4931.5068,1857.1476
4911,15260,4358,2080,877.2456,5162.4837,1944.1389
4912,15127,4320,2062,899.2434,5291.4708,1992.8007
4913,14868,4247,2027,855.5811,5033.4966,1895.4771
4914,14538,4152,1982,774.5892,4557.8775,1716.495
4915,14018,4003,1911,642.9357,3783.6216,1424.8575
4916,13486,3852,1839,497.6169,2927.7072,1102.5564
4917,13252,3785,1807,379.962,2234.7765,841.5825
4918,12536,3581,1709,294.3039,1732.1601,652.2681
4919,11223,3205,1530,206.646,1215.8784,457.9542
4920,9950,2842,1357,131.6535,774.2559,291.6375
4921,8983,2565,1225,56.3277,330.6336,124.6542
4922,8359,2387,1140,41.3292,242.6424,91.3242
4923,7973,2277,1087,57.9942,341.6325,128.6538
4924,7747,2213,1056,134.9865,793.9206,298.9701
4925,7777,2221,1060,290.3043,1708.8291,643.6023
4926,8117,2319,1106,466.62,2745.3921,1033.8966
4927,8937,2553,1218,577.2756,3395.6604,1278.8721
4928,9991,2854,1362,661.6005,3891.9441,1465.5201
4929,10734,3065,1464,696.9303,4101.5898,1544.5122
4930,11242,3211,1533,666.9333,3924.9408,1478.1855
4931,11641,3325,1587,663.267,3902.943,1469.853
4932,11899,3398,1622,687.5979,4046.262,1523.8476
4933,12074,3449,1646,730.9269,4299.9033,1619.1714
4934,12324,3520,1681,758.9241,4465.2201,1681.4985
4935,12535,3580,1709,820.5846,4829.1837,1818.4848
4936,12728,3635,1735,871.2462,5126.8206,1930.8069
4937,12896,3683,1758,846.9153,4983.5016,1876.8123
4938,12889,3681,1757,796.2537,4685.8647,1764.4902
4939,12544,3582,1711,655.9344,3858.9474,1453.188
4940,12095,3455,1649,481.6185,2833.3833,1067.2266
4941,12113,3460,1651,348.6318,2050.7949,772.2561
4942,11651,3327,1589,262.3071,1543.5123,581.2752
4943,10594,3025,1444,155.6511,915.2418,344.6322
4944,9510,2716,1297,87.9912,518.2815,194.9805
4945,8759,2502,1194,58.6608,345.2988,129.987
4946,8264,2360,1126,42.9957,253.308,95.3238
4947,7967,2275,1086,60.6606,356.9643,134.3199
4948,7849,2242,1070,140.9859,828.9171,311.9688
4949,7954,2272,1085,303.303,1784.4882,671.9328
4950,8455,2415,1152,487.2846,2866.38,1079.5587
4951,9376,2678,1278,602.6064,3545.6454,1335.1998
4952,10378,2964,1415,690.5976,4063.5936,1530.1803
4953,11047,3156,1506,727.9272,4282.2384,1612.8387
4954,11506,3286,1569,696.597,4098.2568,1543.179
4955,11849,3384,1615,692.5974,4075.2591,1534.5132
4956,12046,3441,1642,717.9282,4224.9108,1591.1742
4957,12214,3489,1666,762.9237,4489.551,1690.8309
4958,12573,3592,1714,792.2541,4662.2004,1755.8244
4959,12889,3682,1757,856.9143,5042.1624,1898.8101
4960,13180,3765,1797,909.909,5353.1313,2015.7984
4961,13473,3848,1837,884.2449,5203.4796,1959.4707
4962,13632,3893,1858,831.5835,4892.5107,1842.4824
4963,13487,3852,1839,684.5982,4029.2637,1517.1816
4964,13286,3795,1812,502.9497,2958.3708,1114.2219
4965,13151,3756,1793,363.9636,2141.1192,806.2527
4966,12499,3570,1704,273.9726,1611.5055,606.9393
4967,11417,3260,1556,162.3171,955.5711,359.964
4968,10339,2953,1409,91.9908,540.9459,203.6463
4969,9548,2727,1302,61.9938,364.9635,137.3196
4970,9013,2574,1229,45.3288,267.6399,100.6566
4971,8661,2474,1181,63.9936,376.9623,141.9858
4972,8485,2424,1156,148.6518,875.5791,329.6337
4973,8561,2445,1167,320.3013,1884.8115,709.929
4974,9043,2583,1233,514.6152,3028.0305,1140.2193
4975,9888,2825,1348,636.603,3745.2921,1410.5256
4976,10867,3104,1481,729.5937,4292.5707,1616.505
4977,11565,3303,1577,768.9231,4523.5476,1703.4963
4978,12137,3466,1655,735.5931,4329.2337,1630.1703
4979,12638,3610,1723,731.5935,4304.9028,1621.1712
4980,13000,3713,1772,758.5908,4462.887,1680.4986
4981,13226,3777,1803,805.9194,4742.5257,1785.8214
4982,13377,3821,1824,836.9163,4924.8408,1854.8145
4983,13376,3821,1823,905.2428,5326.134,2005.7994
4984,13308,3801,1814,960.9039,5654.4345,2129.4537
4985,13228,3778,1803,934.2399,5496.4503,2069.793
4986,13113,3746,1788,878.2455,5168.1498,1946.1387
4987,12794,3654,1744,723.261,4256.241,1602.8397
4988,12404,3543,1691,531.2802,3125.3541,1176.8823
4989,12263,3502,1672,384.2949,2261.7738,851.9148
4990,11882,3394,1620,289.3044,1702.4964,641.2692
4991,10973,3134,1496,171.6495,1009.2324,379.962
4992,9977,2850,1360,96.9903,571.6095,215.3118
4993,9158,2615,1248,95.3238,561.6105,211.6455
4994,8580,2450,1170,67.3266,396.2937,149.3184
4995,8199,2342,1118,65.3268,383.6283,144.6522
4996,7968,2276,1086,91.3242,538.2795,202.6464
4997,7916,2261,1079,169.6497,998.2335,375.9624
4998,7986,2281,1089,278.6388,1639.1694,617.2716
4999,8292,2369,1130,422.9577,2488.7511,937.2396
5000,9026,2578,1231,574.6092,3379.9953,1272.8727
5001,9953,2843,1357,728.2605,4285.2381,1613.8386
5002,10782,3080,1470,806.586,4745.5254,1787.1546
5003,11373,3248,1550,832.5834,4899.8433,1845.1488
5004,11686,3337,1593,870.9129,5123.8209,1929.4737
5005,11806,3371,1610,925.2408,5444.7888,2050.4616
5006,11814,3374,1611,965.9034,5682.765,2140.1193
5007,11721,3347,1598,1013.232,5962.0704,2245.1088
5008,11451,3271,1561,1039.5627,6116.3883,2303.4363
5009,11217,3204,1530,987.9012,5812.0854,2188.7811
5010,11106,3172,1515,893.5773,5257.1409,1979.802
5011,10936,3123,1491,742.5924,4368.5631,1645.1688
5012,10791,3081,1471,577.2756,3396.6603,1279.2054
5013,10794,3083,1472,440.6226,2591.7408,975.9024
5014,10410,2973,1419,343.9656,2023.131,761.9238
5015,9728,2778,1326,239.976,1412.5254,531.9468
5016,8964,2560,1222,155.3178,913.5753,343.9656
5017,8300,2370,1131,95.9904,565.2768,212.9787
5018,7867,2247,1072,123.6543,727.2606,273.9726
5019,7584,2166,1034,45.3288,266.3067,100.3233
5020,7420,2119,1011,70.6596,415.9584,156.651
5021,7381,2108,1006,131.9868,776.9223,292.6374
5022,7439,2124,1014,216.645,1274.8725,479.952
5023,7568,2161,1031,330.9669,1947.1386,733.26
5024,8060,2302,1099,468.6198,2756.391,1038.2295
5025,8761,2502,1195,612.2721,3602.973,1356.8643
5026,9390,2682,1280,787.9212,4636.5363,1746.1587
5027,9825,2806,1339,900.2433,5296.4703,1994.4672
5028,10151,2899,1384,923.241,5433.4566,2046.1287
5029,10348,2955,1411,919.2414,5408.4591,2036.7963
5030,10372,2962,1414,891.5775,5246.4753,1975.8024
5031,10339,2953,1409,872.5794,5134.4865,1933.4733
5032,10290,2939,1403,834.5832,4910.5089,1849.1484
5033,10390,2968,1417,794.2539,4673.8659,1760.1573
5034,10534,3009,1436,711.9288,4188.2478,1577.1756
5035,10475,2991,1428,612.2721,3602.973,1356.8643
5036,10325,2949,1408,489.6177,2881.0452,1084.8915
5037,10438,2981,1423,390.2943,2295.7704,864.5802
5038,10130,2893,1381,303.303,1785.4881,672.2661
5039,9363,2675,1277,218.6448,1287.2046,484.9515
5040,8531,2436,1163,148.9851,876.579,329.967
5041,7873,2249,1073,53.9946,316.9683,119.3214
5042,7464,2132,1017,40.6626,238.9761,89.991
5043,7232,2065,986,58.3275,342.9657,129.3204
5044,7138,2038,973,133.32,784.9215,295.6371
5045,7286,2081,993,274.6392,1616.505,608.9391
5046,7725,2207,1053,446.9553,2630.4036,990.5676
5047,8581,2451,1170,559.6107,3293.004,1240.2093
5048,9682,2765,1320,641.2692,3773.9559,1421.1912
5049,10527,3006,1435,674.5992,3968.9364,1494.5172
5050,11156,3186,1521,714.2619,4202.913,1582.8417
5051,11706,3343,1596,846.9153,4982.5017,1876.479
5052,12107,3458,1651,901.9098,5307.4692,1998.8001
5053,12409,3544,1691,928.5738,5463.4536,2057.4609
5054,12741,3639,1737,910.9089,5359.464,2018.1315
5055,12957,3701,1767,901.9098,5307.4692,1998.8001
5056,13076,3735,1783,864.5802,5086.4913,1915.4751
5057,13178,3764,1797,820.2513,4826.5173,1817.4849
5058,13105,3742,1787,725.2608,4267.5732,1607.1726
5059,12754,3642,1739,603.9396,3552.978,1337.8662
5060,12278,3506,1674,460.2873,2708.3958,1019.898
5061,12165,3475,1659,349.965,2058.4608,775.2558
5062,11609,3316,1583,243.9756,1434.8565,540.2793
5063,10468,2990,1427,150.9849,888.9111,334.6332
5064,9345,2669,1274,89.3244,524.9475,197.6469
5065,8529,2436,1163,82.9917,488.9511,184.3149
5066,8022,2291,1094,59.994,353.298,132.9867
5067,7722,2205,1053,55.3278,325.9674,122.6544
5068,7572,2163,1032,81.9918,482.2851,181.6485
5069,7662,2189,1045,147.6519,869.5797,327.3006
5070,8086,2309,1102,242.3091,1426.524,537.2796
5071,8924,2549,1216,365.9634,2153.4513,810.9189
5072,9968,2847,1359,499.95,2941.3725,1107.5559
5073,10714,3060,1460,631.6035,3715.6284,1399.1934
5074,11246,3212,1534,700.5966,4123.2543,1552.8447
5075,11707,3344,1596,722.5944,4252.2414,1601.5065
5076,11990,3425,1635,753.9246,4435.5564,1670.4996
5077,12154,3471,1657,802.2531,4720.8612,1777.8222
5078,12338,3524,1682,838.2495,4931.5068,1857.1476
5079,12340,3525,1682,877.2456,5162.4837,1944.1389
5080,12210,3487,1665,899.2434,5291.4708,1992.8007
5081,12083,3451,1647,855.5811,5033.4966,1895.4771
5082,11950,3413,1629,774.5892,4557.8775,1716.495
5083,11731,3351,1600,642.9357,3783.6216,1424.8575
5084,11567,3304,1577,497.6169,2927.7072,1102.5564
5085,11642,3325,1587,379.962,2234.7765,841.5825
5086,11121,3176,1516,294.3039,1732.1601,652.2681
5087,10149,2899,1383,206.646,1215.8784,457.9542
5088,9201,2628,1254,131.6535,774.2559,291.6375
5089,8486,2424,1156,56.3277,330.6336,124.6542
5090,8036,2295,1095,41.3292,242.6424,91.3242
5091,7762,2217,1058,57.9942,341.6325,128.6538
5092,7648,2184,1043,134.9865,793.9206,298.9701
5093,7767,2219,1059,290.3043,1708.8291,643.6023
5094,8252,2357,1125,466.62,2745.3921,1033.8966
5095,9124,2606,1244,577.2756,3395.6604,1278.8721
5096,10202,2914,1391,661.6005,3891.9441,1465.5201
5097,11001,3142,1500,696.9303,4101.5898,1544.5122
5098,11664,3331,1590,666.9333,3924.9408,1478.1855
5099,12249,3499,1670,663.267,3902.943,1469.853
5100,12679,3621,1728,687.5979,4046.262,1523.8476
5101,13002,3713,1772,730.9269,4299.9033,1619.1714
5102,13287,3795,1812,758.9241,4465.2201,1681.4985
5103,13384,3822,1825,820.5846,4829.1837,1818.4848
5104,13258,3787,1807,871.2462,5126.8206,1930.8069
5105,13148,3756,1793,846.9153,4983.5016,1876.8123
5106,12990,3710,1771,796.2537,4685.8647,1764.4902
5107,12693,3625,1731,655.9344,3858.9474,1453.188
5108,12415,3546,1693,481.6185,2833.3833,1067.2266
5109,12435,3551,1696,348.6318,2050.7949,772.2561
5110,11945,3411,1629,262.3071,1543.5123,581.2752
5111,10873,3105,1482,155.6511,915.2418,344.6322
5112,9809,2801,1338,87.9912,518.2815,194.9805
5113,9046,2584,1233,58.6608,345.2988,129.987
5114,8557,2444,1166,42.9957,253.308,95.3238
5115,8247,2355,1124,60.6606,356.9643,134.3199
5116,8143,2325,1110,140.9859,828.9171,311.9688
5117,8247,2355,1124,303.303,1784.4882,671.9328
5118,8732,2494,1191,487.2846,2866.38,1079.5587
5119,9618,2747,1311,602.6064,3545.6454,1335.1998
5120,10744,3069,1464,690.5976,4063.5936,1530.1803
5121,11659,3330,1590,727.9272,4282.2384,1612.8387
5122,12476,3563,1701,696.597,4098.2568,1543.179
5123,13248,3784,1807,692.5974,4075.2591,1534.5132
5124,13850,3956,1888,717.9282,4224.9108,1591.1742
5125,14264,4074,1945,762.9237,4489.551,1690.8309
5126,14667,4189,1999,792.2541,4662.2004,1755.8244
5127,14912,4259,2033,856.9143,5042.1624,1898.8101
5128,15064,4303,2054,909.909,5353.1313,2015.7984
5129,15137,4323,2064,884.2449,5203.4796,1959.4707
5130,15065,4303,2054,831.5835,4892.5107,1842.4824
5131,14727,4206,2008,684.5982,4029.2637,1517.1816
5132,14260,4072,1944,502.9497,2958.3708,1114.2219
5133,14146,4040,1929,363.9636,2141.1192,806.2527
5134,13542,3867,1847,273.9726,1611.5055,606.9393
5135,12298,3512,1676,162.3171,955.5711,359.964
5136,11092,3168,1512,91.9908,540.9459,203.6463
5137,10127,2892,1381,61.9938,364.9635,137.3196
5138,9512,2716,1297,45.3288,267.6399,100.6566
5139,9087,2595,1239,63.9936,376.9623,141.9858
5140,8869,2533,1209,148.6518,875.5791,329.6337
5141,8912,2545,1215,320.3013,1884.8115,709.929
5142,9341,2668,1273,514.6152,3028.0305,1140.2193
5143,10202,2914,1391,636.603,3745.2921,1410.5256
5144,11330,3236,1545,729.5937,4292.5707,1616.505
5145,12349,3527,1684,768.9231,4523.5476,1703.4963
5146,13260,3787,1808,735.5931,4329.2337,1630.1703
5147,14141,4039,1929,731.5935,4304.9028,1621.1712
5148,14796,4226,2017,758.5908,4462.887,1680.4986
5149,15246,4354,2079,805.9194,4742.5257,1785.8214
5150,15635,4466,2132,836.9163,4924.8408,1854.8145
5151,15895,4540,2167,905.2428,5326.134,2005.7994
5152,15988,4566,2180,960.9039,5654.4345,2129.4537
5153,15980,4563,2179,934.2399,5496.4503,2069.793
5154,15768,4503,2150,878.2455,5168.1498,1946.1387
5155,15259,4358,2080,723.261,4256.241,1602.8397
5156,14744,4211,2010,531.2802,3125.3541,1176.8823
5157,14623,4176,1994,384.2949,2261.7738,851.9148
5158,14068,4017,1918,289.3044,1702.4964,641.2692
5159,12939,3695,1764,171.6495,1009.2324,379.962
5160,11753,3356,1602,96.9903,571.6095,215.3118
5161,10709,3058,1460,95.3238,561.6105,211.6455
5162,10050,2870,1370,67.3266,396.2937,149.3184
5163,9566,2732,1304,65.3268,383.6283,144.6522
5164,9257,2644,1262,91.3242,538.2795,202.6464
5165,9121,2605,1243,169.6497,998.2335,375.9624
5166,9160,2616,1249,278.6388,1639.1694,617.2716
5167,9476,2706,1292,422.9577,2488.7511,937.2396
5168,10334,2951,1408,574.6092,3379.9953,1272.8727
5169,11458,3272,1562,728.2605,4285.2381,1613.8386
5170,12492,3568,1703,806.586,4745.5254,1787.1546
5171,13398,3827,1827,832.5834,4899.8433,1845.1488
5172,14068,4017,1918,870.9129,5123.8209,1929.4737
5173,14484,4137,1974,925.2408,5444.7888,2050.4616
5174,14729,4207,2009,965.9034,5682.765,2140.1193
5175,14868,4247,2027,1013.232,5962.0704,2245.1088
5176,14882,4250,2029,1039.5627,6116.3883,2303.4363
5177,14754,4213,2012,987.9012,5812.0854,2188.7811
5178,14477,4135,1974,893.5773,5257.1409,1979.802
5179,13989,3995,1908,742.5924,4368.5631,1645.1688
5180,13512,3859,1843,577.2756,3396.6603,1279.2054
5181,13453,3842,1834,440.6226,2591.7408,975.9024
5182,12956,3700,1767,343.9656,2023.131,761.9238
5183,12051,3441,1643,239.976,1412.5254,531.9468
5184,11074,3163,1509,155.3178,913.5753,343.9656
5185,10275,2935,1401,95.9904,565.2768,212.9787
5186,9702,2771,1322,123.6543,727.2606,273.9726
5187,9332,2665,1272,45.3288,266.3067,100.3233
5188,9095,2598,1240,70.6596,415.9584,156.651
5189,9011,2574,1228,131.9868,776.9223,292.6374
5190,9042,2583,1232,216.645,1274.8725,479.952
5191,9233,2637,1259,330.9669,1947.1386,733.26
5192,9911,2831,1351,468.6198,2756.391,1038.2295
5193,10890,3111,1484,612.2721,3602.973,1356.8643
5194,11930,3407,1626,787.9212,4636.5363,1746.1587
5195,12790,3653,1744,900.2433,5296.4703,1994.4672
5196,13493,3854,1840,923.241,5433.4566,2046.1287
5197,14017,4003,1911,919.2414,5408.4591,2036.7963
5198,14261,4073,1944,891.5775,5246.4753,1975.8024
5199,14332,4093,1954,872.5794,5134.4865,1933.4733
5200,14338,4095,1955,834.5832,4910.5089,1849.1484
5201,14244,4068,1942,794.2539,4673.8659,1760.1573
5202,13952,3985,1902,711.9288,4188.2478,1577.1756
5203,13664,3902,1863,612.2721,3602.973,1356.8643
5204,13451,3842,1834,489.6177,2881.0452,1084.8915
5205,13376,3820,1823,390.2943,2295.7704,864.5802
5206,12834,3665,1750,303.303,1785.4881,672.2661
5207,11899,3398,1622,218.6448,1287.2046,484.9515
5208,10905,3115,1487,148.9851,876.579,329.967
5209,10097,2884,1377,53.9946,316.9683,119.3214
5210,9596,2740,1308,40.6626,238.9761,89.991
5211,9296,2655,1267,58.3275,342.9657,129.3204
5212,9149,2613,1247,133.32,784.9215,295.6371
5213,9264,2646,1263,274.6392,1616.505,608.9391
5214,9738,2781,1328,446.9553,2630.4036,990.5676
5215,10574,3020,1442,559.6107,3293.004,1240.2093
5216,11733,3351,1600,641.2692,3773.9559,1421.1912
5217,12655,3614,1726,674.5992,3968.9364,1494.5172
5218,13304,3800,1814,714.2619,4202.913,1582.8417
5219,13680,3907,1865,846.9153,4982.5017,1876.479
5220,13970,3990,1904,901.9098,5307.4692,1998.8001
5221,14152,4042,1929,928.5738,5463.4536,2057.4609
5222,14325,4092,1954,910.9089,5359.464,2018.1315
5223,14394,4111,1963,901.9098,5307.4692,1998.8001
5224,14423,4119,1967,864.5802,5086.4913,1915.4751
5225,14360,4102,1958,820.2513,4826.5173,1817.4849
5226,14119,4032,1925,725.2608,4267.5732,1607.1726
5227,13579,3878,1852,603.9396,3552.978,1337.8662
5228,13008,3715,1773,460.2873,2708.3958,1019.898
5229,12860,3672,1753,349.965,2058.4608,775.2558
5230,12148,3469,1656,243.9756,1434.8565,540.2793
5231,10890,3110,1484,150.9849,888.9111,334.6332
5232,9729,2778,1326,89.3244,524.9475,197.6469
5233,8841,2525,1206,82.9917,488.9511,184.3149
5234,8290,2368,1130,59.994,353.298,132.9867
5235,7940,2268,1082,55.3278,325.9674,122.6544
5236,7780,2222,1060,81.9918,482.2851,181.6485
5237,7842,2240,1069,147.6519,869.5797,327.3006
5238,8243,2354,1124,242.3091,1426.524,537.2796
5239,9050,2584,1234,365.9634,2153.4513,810.9189
5240,10120,2890,1380,499.95,2941.3725,1107.5559
5241,10886,3109,1484,631.6035,3715.6284,1399.1934
5242,11513,3288,1570,700.5966,4123.2543,1552.8447
5243,12082,3451,1647,722.5944,4252.2414,1601.5065
5244,12519,3576,1707,753.9246,4435.5564,1670.4996
5245,12823,3662,1748,802.2531,4720.8612,1777.8222
5246,13148,3755,1793,838.2495,4931.5068,1857.1476
5247,13329,3807,1817,877.2456,5162.4837,1944.1389
5248,13448,3841,1833,899.2434,5291.4708,1992.8007
5249,13506,3857,1842,855.5811,5033.4966,1895.4771
5250,13365,3817,1823,774.5892,4557.8775,1716.495
5251,12977,3706,1769,642.9357,3783.6216,1424.8575
5252,12581,3593,1716,497.6169,2927.7072,1102.5564
5253,12628,3606,1721,379.962,2234.7765,841.5825
5254,12040,3439,1641,294.3039,1732.1601,652.2681
5255,10917,3118,1489,206.646,1215.8784,457.9542
5256,9815,2803,1338,131.6535,774.2559,291.6375
5257,8987,2567,1225,56.3277,330.6336,124.6542
5258,8439,2410,1151,41.3292,242.6424,91.3242
5259,8082,2308,1101,57.9942,341.6325,128.6538
5260,7904,2258,1077,134.9865,793.9206,298.9701
5261,7989,2282,1089,290.3043,1708.8291,643.6023
5262,8431,2408,1150,466.62,2745.3921,1033.8966
5263,9267,2647,1263,577.2756,3395.6604,1278.8721
5264,10384,2965,1416,661.6005,3891.9441,1465.5201
5265,11330,3236,1545,696.9303,4101.5898,1544.5122
5266,12128,3464,1654,666.9333,3924.9408,1478.1855
5267,12897,3683,1758,663.267,3902.943,1469.853
5268,13475,3848,1837,687.5979,4046.262,1523.8476
5269,13885,3966,1893,730.9269,4299.9033,1619.1714
5270,14265,4074,1945,758.9241,4465.2201,1681.4985
5271,14470,4132,1973,820.5846,4829.1837,1818.4848
5272,14565,4160,1986,871.2462,5126.8206,1930.8069
5273,14527,4149,1981,846.9153,4983.5016,1876.8123
5274,14322,4091,1953,796.2537,4685.8647,1764.4902
5275,13926,3977,1898,655.9344,3858.9474,1453.188
5276,13589,3881,1853,481.6185,2833.3833,1067.2266
5277,13634,3894,1859,348.6318,2050.7949,772.2561
5278,12975,3706,1769,262.3071,1543.5123,581.2752
5279,11796,3369,1608,155.6511,915.2418,344.6322
5280,10595,3026,1444,87.9912,518.2815,194.9805
5281,9672,2762,1318,58.6608,345.2988,129.987
5282,9147,2613,1247,42.9957,253.308,95.3238
5283,8794,2512,1199,60.6606,356.9643,134.3199
5284,8631,2465,1176,140.9859,828.9171,311.9688
5285,8713,2489,1188,303.303,1784.4882,671.9328
5286,9214,2632,1256,487.2846,2866.38,1079.5587
5287,10065,2875,1372,602.6064,3545.6454,1335.1998
5288,11176,3192,1524,690.5976,4063.5936,1530.1803
5289,12139,3467,1655,727.9272,4282.2384,1612.8387
5290,13013,3716,1774,696.597,4098.2568,1543.179
5291,13854,3957,1889,692.5974,4075.2591,1534.5132
5292,14496,4140,1976,717.9282,4224.9108,1591.1742
5293,14926,4262,2035,762.9237,4489.551,1690.8309
5294,15280,4364,2084,792.2541,4662.2004,1755.8244
5295,15412,4402,2101,856.9143,5042.1624,1898.8101
5296,15428,4407,2104,909.909,5353.1313,2015.7984
5297,15336,4379,2091,884.2449,5203.4796,1959.4707
5298,15060,4301,2053,831.5835,4892.5107,1842.4824
5299,14544,4153,1983,684.5982,4029.2637,1517.1816
5300,14187,4052,1934,502.9497,2958.3708,1114.2219
5301,14168,4046,1932,363.9636,2141.1192,806.2527
5302,13459,3844,1835,273.9726,1611.5055,606.9393
5303,12278,3506,1674,162.3171,955.5711,359.964
5304,11108,3172,1515,91.9908,540.9459,203.6463
5305,10240,2925,1396,61.9938,364.9635,137.3196
5306,9706,2772,1323,45.3288,267.6399,100.6566
5307,9356,2672,1276,63.9936,376.9623,141.9858
5308,9200,2628,1254,148.6518,875.5791,329.6337
5309,9282,2651,1266,320.3013,1884.8115,709.929
5310,9783,2794,1333,514.6152,3028.0305,1140.2193
5311,10645,3040,1451,636.603,3745.2921,1410.5256
5312,11749,3356,1602,729.5937,4292.5707,1616.505
5313,12660,3616,1726,768.9231,4523.5476,1703.4963
5314,13396,3826,1827,735.5931,4329.2337,1630.1703
5315,13980,3992,1906,731.5935,4304.9028,1621.1712
5316,14370,4104,1959,758.5908,4462.887,1680.4986
5317,14459,4129,1971,805.9194,4742.5257,1785.8214
5318,14379,4107,1960,836.9163,4924.8408,1854.8145
5319,14083,4022,1920,905.2428,5326.134,2005.7994
5320,13676,3906,1865,960.9039,5654.4345,2129.4537
5321,13431,3836,1832,934.2399,5496.4503,2069.793
5322,13155,3757,1793,878.2455,5168.1498,1946.1387
5323,12789,3652,1744,723.261,4256.241,1602.8397
5324,12523,3576,1707,531.2802,3125.3541,1176.8823
5325,12521,3576,1707,384.2949,2261.7738,851.9148
5326,12052,3442,1643,289.3044,1702.4964,641.2692
5327,11210,3201,1529,171.6495,1009.2324,379.962
5328,10273,2934,1401,96.9903,571.6095,215.3118
5329,9510,2715,1297,95.3238,561.6105,211.6455
5330,9001,2571,1227,67.3266,396.2937,149.3184
5331,8664,2474,1181,65.3268,383.6283,144.6522
5332,8475,2420,1156,91.3242,538.2795,202.6464
5333,8417,2404,1147,169.6497,998.2335,375.9624
5334,8517,2432,1161,278.6388,1639.1694,617.2716
5335,8800,2514,1200,422.9577,2488.7511,937.2396
5336,9531,2722,1299,574.6092,3379.9953,1272.8727
5337,10434,2980,1423,728.2605,4285.2381,1613.8386
5338,11266,3217,1536,806.586,4745.5254,1787.1546
5339,11964,3416,1631,832.5834,4899.8433,1845.1488
5340,12382,3536,1688,870.9129,5123.8209,1929.4737
5341,12626,3606,1721,925.2408,5444.7888,2050.4616
5342,12774,3648,1741,965.9034,5682.765,2140.1193
5343,12855,3671,1752,1013.232,5962.0704,2245.1088
5344,12918,3689,1762,1039.5627,6116.3883,2303.4363
5345,12970,3704,1768,987.9012,5812.0854,2188.7811
5346,12947,3697,1765,893.5773,5257.1409,1979.802
5347,12741,3639,1737,742.5924,4368.5631,1645.1688
5348,12530,3579,1708,577.2756,3396.6603,1279.2054
5349,12605,3600,1718,440.6226,2591.7408,975.9024
5350,12141,3467,1656,343.9656,2023.131,761.9238
5351,11342,3239,1546,239.976,1412.5254,531.9468
5352,10448,2984,1424,155.3178,913.5753,343.9656
5353,9687,2766,1321,95.9904,565.2768,212.9787
5354,9169,2619,1250,123.6543,727.2606,273.9726
5355,8803,2514,1200,45.3288,266.3067,100.3233
5356,8602,2456,1172,70.6596,415.9584,156.651
5357,8528,2435,1162,131.9868,776.9223,292.6374
5358,8596,2454,1171,216.645,1274.8725,479.952
5359,8740,2496,1191,330.9669,1947.1386,733.26
5360,9186,2624,1252,468.6198,2756.391,1038.2295
