Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43672.81000415581,90551.10483623201,14834.081834317627
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43672.81000415581,98967.70203794156,14834.081834317627
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47626.14741005995,109783.32145446823,14834.081834317627
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47626.14741005995,109783.32145446823,14834.081834317627
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45020.712627451256,102248.38634550392,14834.081834317627
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42464.19088832082,94278.54489895895,14834.081834317627
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40209.843062233864,85272.04141182466,14834.081834317627
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38441.364801364296,76247.21345161286,14834.081834317627
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29698.930928353613,70767.2963300313,14834.081834317627
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29698.930928353613,61694.755599847354,14834.081834317627
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29698.930928353613,53640.79011840878,14834.081834317627
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29698.930928353613,46070.85378777227,14834.081834317627
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29698.930928353613,39303.88008400622,13176.551971415765
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29698.930928353613,30836.121576970454,12441.339732272705
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28114.963368890418,23029.02914674387,12441.339732272705
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25902.863152072794,15332.177724436071,12441.339732272705
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17160.429279062115,15332.177724436071,9910.70829097201
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16243.104220413876,7389.412861686987,6306.735346979189
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11568.304876428043,0.0,6306.735346979189
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11402.327268003824,0.0,6306.735346979189
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11402.327268003824,21029.000055257256,6306.735346979189
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18801.923298120066,21029.000055257256,6306.735346979189
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26201.519328236307,45204.665758878036,6306.735346979189
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29692.757249848226,69380.33146249881,6306.735346979189
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37092.35327996447,69380.33146249881,6306.735346979189
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41602.52637160091,84468.61422682964,8697.815346979189
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41602.52637160091,84468.61422682964,8697.815346979189
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41074.75734125909,81991.32589488136,8697.815346979189
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39328.0182108243,74726.69728454735,8697.815346979189
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37782.36603691126,67460.90441273325,8697.815346979189
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36591.061689085174,60229.090142018766,8697.815346979189
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35125.13063811322,53297.50809718149,8697.815346979189
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34089.56522965864,46556.590064603704,8697.815346979189
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28281.211367101347,46556.590064603704,8697.815346979189
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28281.211367101347,41580.565888759484,8697.815346979189
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,39288.97598337245,8697.815346979189
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,35115.96581456008,8697.815346979189
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,31352.390691068656,8697.815346979189
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,27206.817005237892,8697.815346979189
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,22078.963315261743,8697.815346979189
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,15909.398947416672,8697.815346979189
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25525.946647698864,8730.677054766853,8697.815346979189
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25344.002004005506,0.0,8697.815346979189
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25344.002004005506,0.0,8697.815346979189
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25344.002004005506,24175.66570362078,8697.815346979189
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25344.002004005506,48351.33140724156,8697.815346979189
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31381.541988436933,72526.99711086234,8697.815346979189
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37996.34093280618,75508.71711086234,8697.815346979189
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44170.99869693815,78541.95711086235,8697.815346979189
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51570.59472705439,78541.95711086235,8697.815346979189
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54983.76057632623,90430.58231367798,11240.69534697919
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53913.78835664186,90430.58231367798,11240.69534697919
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53367.04922620708,83385.13533399413,7805.791968213282
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50709.19124147494,76143.11003503334,7805.791968213282
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41966.757368464256,75400.2282970787,7805.791968213282
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,75400.2282970787,7805.791968213282
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,69148.06026025624,7805.791968213282
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,64022.041922295764,7805.791968213282
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,59893.15358376342,7805.791968213282
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,56700.824457583534,7805.791968213282
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,53904.508339288644,7805.791968213282
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34656.39406423068,51380.45216226687,7805.791968213282
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32224.16691574136,51380.45216226687,7805.791968213282
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32224.16691574136,48798.215815731055,7805.791968213282
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32224.16691574136,45855.95497560159,7805.791968213282
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28404.56213329254,45855.95497560159,7805.791968213282
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28404.56213329254,41424.80046765205,7805.791968213282
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28404.56213329254,41424.80046765205,7805.791968213282
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30471.651954184425,41424.80046765205,7805.791968213282
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34140.338329546954,44439.64046765205,7805.791968213282
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34140.338329546954,68615.30617127282,8186.0194044038135
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38326.43329191325,71577.70617127282,8186.0194044038135
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43110.15225012638,95753.3718748936,8186.0194044038135
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45071.814489466975,119929.03757851437,8186.0194044038135
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45071.814489466975,119929.03757851437,10682.899404403814
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45071.814489466975,120213.85572199395,10682.899404403814
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43788.11883729306,112392.02031833485,10682.899404403814
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42522.90144598872,104813.01377608585,10682.899404403814
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41567.46666338002,97287.4498862097,10682.899404403814
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41018.55361990176,90233.90142096937,10682.899404403814
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41018.55361990176,83081.51973077797,10682.899404403814
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35035.46877372008,83081.51973077797,10682.899404403814
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35035.46877372008,76746.8320416586,10682.899404403814
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35035.46877372008,70820.67208295487,10682.899404403814
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35035.46877372008,63983.917288783516,10682.899404403814
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27476.731607239442,63983.917288783516,10682.899404403814
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27476.731607239442,58080.981105219675,9106.637590811219
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27476.731607239442,51120.10957504284,9106.637590811219
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27476.731607239442,43859.14192204811,9106.637590811219
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27364.77508550031,34831.84650751736,9106.637590811219
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18622.341212489628,32944.43233360794,9106.637590811219
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18622.341212489628,32944.43233360794,9106.637590811219
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24709.93267567573,32944.43233360794,9106.637590811219
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24709.93267567573,57120.09803722872,9106.637590811219
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26797.80469956222,57120.09803722872,9106.637590811219
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34197.40072967846,81295.7637408495,11453.557590811219
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41596.9967597947,83961.92374084951,11453.557590811219
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44607.538389981324,108137.58944447029,11453.557590811219
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52007.134420097565,126641.23261929385,12065.284272475423
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52007.134420097565,129612.06253799966,12065.284272475423
t210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49676.69963748887,121864.61837993893,12065.284272475423
t211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47377.786594010606,113739.11441412695,12065.284272475423
t212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45428.87355053234,104718.8611210783,12065.284272475423
t213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43988.656159228,95715.19306972083,12065.284272475423
t214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43307.210046522996,86901.43307514745,12065.284272475423
t215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35298.34533658569,86901.43307514745,12065.284272475423
t216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35298.34533658569,79854.10791766825,12065.284272475423
t217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35298.34533658569,73463.3577681491,12065.284272475423
t218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35298.34533658569,67212.15513470593,12065.284272475423
t219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35298.34533658569,61488.54474069048,12065.284272475423
t220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29785.979777358254,61488.54474069048,12065.284272475423
t221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29785.979777358254,55298.422230019154,12065.284272475423
t222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29785.979777358254,48237.47538628256,12065.284272475423
t223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29785.979777358254,39521.96012950623,12065.284272475423
t224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21043.54590434757,38290.49990996884,12065.284272475423
t225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21043.54590434757,38290.49990996884,12065.284272475423
t226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21043.54590434757,38290.49990996884,12065.284272475423
t227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28443.141934463813,62466.16561358963,12065.284272475423
t228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32039.29335611827,62466.16561358963,12065.284272475423
t229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35685.41038822602,65149.805613589626,12065.284272475423
t230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43085.00641834226,89325.47131721041,14446.244272475424
t231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46992.067915275715,89325.47131721041,14446.244272475424
t232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53348.34975139587,99094.5763069855,14446.244272475424
t233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53348.34975139587,99094.5763069855,14446.244272475424
t234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51307.045403569784,91091.70704650262,14446.244272475424
t235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49360.306273135,83583.09081600398,14446.244272475424
t236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47728.78453400457,74878.05807439645,14446.244272475424
t237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46562.48018617848,66643.30172345023,14446.244272475424
t238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,66643.30172345023,14446.244272475424
t239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,59669.57916372948,14446.244272475424
t240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,54321.30942450153,14446.244272475424
t241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,48988.383944332345,14446.244272475424
t242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,43976.898023310634,14446.244272475424
t243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,38319.24271992794,14446.244272475424
t244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,32203.969541461644,14446.244272475424
t245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,26447.03801506337,14446.244272475424
t246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38771.309329302865,20387.605940566602,14446.244272475424
t247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38672.3962858246,12295.618765098676,13681.124715955166
t248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29929.96241281392,11442.128897697427,10933.768598947814
