Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,26277.89750393563,0.0,34320.93666710546
t64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2403.2871061010446,0.0,2403.2871061010446
t66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26277.89750393563,0.0,26277.89750393563
t83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5259.12962218175,0.0,0.0,5259.12962218175
t84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5564.521710922305,26277.89750393563,0.0,31842.419214857935
t85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,26277.89750393563,2433.0,36753.93666710546
t86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4741.930898276893,2645.0,0.0,7386.930898276893
t87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,26277.89750393563,0.0,34320.93666710546
t88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14149.7044841366,2443.0,16592.7044841366
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3302.024720575193,0.0,0.0,3302.024720575193
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,25096.893213758747,0.0,33139.93237692858
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,26277.89750393563,2492.0,36812.93666710546
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.431251910384,0.0,0.0,3936.431251910384
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,21520.22692206669,2518.0,32081.266085236515
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9148.475219249509,0.0,9148.475219249509
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4297.105875982765,11756.108061442032,0.0,16053.213937424796
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22857.60875571441,0.0,22857.60875571441
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,0.0,0.0,8043.039163169827
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,26277.89750393563,0.0,34320.93666710546
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3794.8238278390418,26277.89750393563,0.0,30072.721331774672
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,0.0,0.0,8043.039163169827
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4902.362056126563,16400.307352533506,2599.0,23901.66940866007
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26277.89750393563,0.0,26277.89750393563
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26277.89750393563,0.0,26277.89750393563
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6562.543461338508,26277.89750393563,0.0,32840.44096527414
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7189.998852575271,3241.0,0.0,10430.99885257527
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6711.584526230403,3297.0,0.0,10008.584526230403
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,0.0,0.0,8043.039163169827
t160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3709.9628796433044,12922.418698712641,2764.0,19396.381578355948
t161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246.836761839004,0.0,0.0,2246.836761839004
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3987.7025819157934,3277.0,0.0,7264.702581915793
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26277.89750393563,413.2906915114472,26691.188195447077
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4550.103219963366,3220.0,0.0,7770.103219963366
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199.694519796882,26277.89750393563,0.0,31477.59202373251
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.2415645006477,26277.89750393563,0.0,28410.139068436278
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,2714.0
t185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.5849385647598,0.0,309.5849385647598
t186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6616.947242593589,0.0,0.0,6616.947242593589
t203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26277.89750393563,0.0,26277.89750393563
t204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2269.4261129201004,0.0,0.0,2269.4261129201004
t205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,26277.89750393563,2551.0,36871.93666710546
t206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,2898.0,0.0,10941.039163169826
t207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3272.3278588984977,26277.89750393563,0.0,29550.225362834128
t208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8043.039163169827,20112.65562480822,664.9203061567441,28820.615094134788
t209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229.1629551150127,0.0,3229.1629551150127
