Resource,MA_natural_gas_combined_cycle,CT_natural_gas_combined_cycle,ME_natural_gas_combined_cycle,MA_solar_pv,CT_onshore_wind,CT_solar_pv,ME_onshore_wind,MA_battery,CT_battery,ME_battery,Total
t45,0.0,0.0,0.0,0.0,0.0,0.0,6552.0040869446875,0.0,0.0,0.0,6552.0040869446875
t46,0.0,0.0,0.0,0.0,0.0,0.0,5936.5451123454295,0.0,0.0,0.0,5936.5451123454295
t47,0.0,0.0,0.0,0.0,0.0,0.0,5205.7222014256095,0.0,0.0,0.0,5205.7222014256095
t48,0.0,0.0,0.0,0.0,0.0,0.0,5573.251943707235,0.0,0.0,0.0,5573.251943707235
t49,0.0,0.0,0.0,0.0,0.0,0.0,6555.6081985965375,0.0,0.0,0.0,6555.6081985965375
t50,0.0,0.0,0.0,0.0,0.0,0.0,5803.370819955506,0.0,0.0,0.0,5803.370819955506
t51,0.0,0.0,0.0,0.0,0.0,0.0,2680.671502924417,0.0,0.0,0.0,2680.671502924417
t52,0.0,0.0,0.0,0.0,0.0,0.0,1386.5952319649396,0.0,0.0,0.0,1386.5952319649396
t53,0.0,0.0,0.0,0.0,0.0,0.0,2668.1052759294325,0.0,0.0,0.0,2668.1052759294325
t54,0.0,0.0,0.0,0.0,0.0,0.0,2952.666991247972,0.0,0.0,0.0,2952.666991247972
t55,0.0,0.0,0.0,0.0,0.0,0.0,4648.790333102586,0.0,0.0,0.0,4648.790333102586
t56,0.0,0.0,0.0,0.0,0.0,0.0,5182.490012589553,0.0,0.0,0.0,5182.490012589553
t57,0.0,0.0,0.0,0.0,1891.5448476065699,5381.28486322287,11709.635586689354,0.0,0.0,0.0,18982.465297518793
t58,0.0,0.0,0.0,0.0,2567.360853764125,29172.394777834783,12236.8294161594,0.0,0.0,0.0,43976.58504775831
t59,0.0,0.0,0.0,0.0,2586.4056943235287,38672.905225807925,13157.6806048785,0.0,0.0,0.0,54416.99152500995
t60,0.0,0.0,0.0,4658.339598443374,2586.4056943235287,20907.617100925963,13344.269805275186,0.0,0.0,0.0,41496.63219896805
t61,0.0,0.0,0.0,0.0,2586.4056943235287,44866.53329246089,13263.473405484441,0.0,0.0,0.0,60716.41239226886
t62,0.0,0.0,0.0,0.0,2586.4056943235287,20754.207142866537,13397.30253477813,0.0,0.0,0.0,36737.91537196819
t63,0.0,0.0,0.0,0.0,2586.4056943235287,9120.148502906675,13363.288754862904,0.0,0.0,0.0,25069.84295209311
t64,0.0,0.0,0.0,0.0,2585.507086461121,26087.96565836844,13189.235750786334,0.0,0.0,0.0,41862.708495615894
t65,0.0,0.0,0.0,0.0,2446.6105467239186,0.0,10804.775656577087,0.0,0.0,0.0,13251.386203301005
t66,0.0,0.0,0.0,0.0,0.0,0.0,7642.34650572839,0.0,0.0,0.0,7642.34650572839
t67,0.0,0.0,0.0,0.0,0.0,0.0,7628.363842548812,0.0,0.0,0.0,7628.363842548812
t68,0.0,0.0,0.0,0.0,0.0,0.0,7523.88412809335,0.0,0.0,0.0,7523.88412809335
t69,0.0,0.0,0.0,0.0,0.0,0.0,7504.395968556131,0.0,0.0,0.0,7504.395968556131
t70,0.0,0.0,0.0,0.0,0.0,0.0,7753.624945357764,0.0,0.0,0.0,7753.624945357764
t71,0.0,0.0,0.0,0.0,0.0,0.0,7372.189264880546,0.0,0.0,0.0,7372.189264880546
t72,0.0,0.0,0.0,0.0,0.0,0.0,7219.947586368458,0.0,0.0,0.0,7219.947586368458
t73,0.0,0.0,0.0,0.0,0.0,0.0,7884.931811216968,0.0,0.0,0.0,7884.931811216968
t74,0.0,0.0,0.0,0.0,0.0,0.0,7470.115795520194,0.0,0.0,0.0,7470.115795520194
t75,0.0,0.0,0.0,0.0,0.0,0.0,7280.9090873047535,0.0,0.0,0.0,7280.9090873047535
t76,0.0,0.0,0.0,0.0,0.0,0.0,7001.337993608786,0.0,0.0,0.0,7001.337993608786
t77,0.0,0.0,0.0,0.0,0.0,0.0,6867.343302079969,0.0,0.0,0.0,6867.343302079969
t78,0.0,0.0,0.0,0.0,0.0,0.0,6881.7899082902695,0.0,0.0,0.0,6881.7899082902695
t79,0.0,0.0,0.0,0.0,0.0,0.0,6121.680241651096,0.0,0.0,0.0,6121.680241651096
t80,0.0,0.0,0.0,0.0,0.0,0.0,6145.138371531848,0.0,0.0,0.0,6145.138371531848
t81,0.0,0.0,0.0,0.0,979.6056958670301,6394.215172402039,11041.279933258873,0.0,0.0,0.0,18415.100801527944
t82,0.0,0.0,0.0,0.0,992.3720650539262,3377.244067231015,10748.187123638967,0.0,0.0,0.0,15117.803255923907
t83,0.0,0.0,0.0,0.0,1130.2148281054965,38225.662936531015,10754.451626775353,0.0,0.0,0.0,50110.32939141186
t84,0.0,0.0,0.0,0.0,70.7265362228785,21754.95884089447,3220.3769737264706,0.0,0.0,0.0,25046.06235084382
t85,0.0,0.0,0.0,0.0,0.3186684591919076,15522.98181197016,4016.904919629201,0.0,0.0,0.0,19540.205400058552
t86,0.0,0.0,0.0,0.0,0.13914862635460584,40821.023494001565,2503.488889718776,0.0,0.0,0.0,43324.651532346696
t87,0.0,0.0,0.0,0.0,0.1717373381030823,227.97858872479992,1421.5624238559483,0.0,0.0,0.0,1649.7127499188514
t88,0.0,0.0,0.0,0.0,5.3282155747904865,0.0,957.6735808791716,0.0,0.0,0.0,963.0017964539621
t89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t94,0.0,0.0,0.0,0.0,0.0,0.0,757.3721012522237,0.0,0.0,0.0,757.3721012522237
t95,0.0,0.0,0.0,0.0,0.0,0.0,2466.3821476600706,0.0,0.0,0.0,2466.3821476600706
t96,0.0,0.0,0.0,0.0,0.0,0.0,3952.729588151966,0.0,0.0,0.0,3952.729588151966
t97,0.0,0.0,0.0,0.0,0.0,0.0,2637.644057361873,0.0,0.0,0.0,2637.644057361873
t98,0.0,0.0,0.0,0.0,0.0,0.0,2567.2661392135087,0.0,0.0,0.0,2567.2661392135087
t99,0.0,0.0,0.0,0.0,0.0,0.0,2064.7561624921636,0.0,0.0,0.0,2064.7561624921636
t100,0.0,0.0,0.0,0.0,0.0,0.0,2958.520182246245,0.0,0.0,0.0,2958.520182246245
t101,0.0,0.0,0.0,0.0,0.0,0.0,2519.891521091092,0.0,0.0,0.0,2519.891521091092
t102,0.0,0.0,0.0,0.0,0.0,0.0,1797.8165384518234,0.0,0.0,0.0,1797.8165384518234
t103,0.0,0.0,0.0,0.0,0.0,0.0,890.4422262702192,0.0,0.0,0.0,890.4422262702192
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t105,0.0,0.0,0.0,0.0,92.97249093157016,0.0,875.412792900187,0.0,0.0,0.0,968.3852838317572
t106,0.0,0.0,0.0,0.0,436.8681589790055,11190.865772165122,4990.907956546094,0.0,0.0,0.0,16618.64188769022
t107,0.0,0.0,0.0,0.0,307.89407242423135,0.0,3917.4041884792296,0.0,0.0,0.0,4225.298260903461
t108,0.0,0.0,0.0,0.0,148.95746390769435,8250.374054995049,2883.260402957965,0.0,0.0,0.0,11282.591921860709
t109,0.0,0.0,0.0,0.0,218.55777563503662,37385.389544556216,4295.39670157078,0.0,0.0,0.0,41899.34402176203
t110,0.0,0.0,0.0,0.0,645.6637351284337,0.0,5244.947822787788,0.0,0.0,0.0,5890.6115579162215
t111,0.0,0.0,0.0,0.0,905.6142000702994,17571.563405264933,4985.665687659828,0.0,0.0,0.0,23462.84329299506
t112,0.0,0.0,0.0,0.0,1920.342268808805,0.0,7571.875495290156,0.0,0.0,0.0,9492.217764098961
t113,0.0,0.0,0.0,0.0,1819.3987651864254,0.0,3276.4793077194063,0.0,0.0,0.0,5095.878072905832
t114,0.0,0.0,0.0,0.0,0.0,0.0,3289.36942304504,0.0,0.0,0.0,3289.36942304504
t115,0.0,0.0,0.0,0.0,0.0,0.0,4737.462805866233,0.0,0.0,0.0,4737.462805866233
t116,0.0,0.0,0.0,0.0,0.0,0.0,3149.8624993632056,0.0,0.0,0.0,3149.8624993632056
t117,0.0,0.0,0.0,0.0,0.0,0.0,4553.832702196763,0.0,0.0,0.0,4553.832702196763
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t119,0.0,0.0,0.0,0.0,0.0,0.0,2355.582667243829,0.0,0.0,0.0,2355.582667243829
t120,0.0,0.0,0.0,0.0,0.0,0.0,599.2528141677676,0.0,0.0,0.0,599.2528141677676
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t129,0.0,0.0,0.0,0.0,1797.4016304830868,409.1936681046118,0.0,0.0,0.0,0.0,2206.5952985876984
t130,0.0,0.0,0.0,0.0,2154.221278107619,0.0,3251.2177294076246,0.0,0.0,0.0,5405.439007515244
t131,0.0,0.0,0.0,0.0,2029.7407196955578,33404.17352222784,3300.9415079045484,0.0,0.0,0.0,38734.85574982794
t132,0.0,0.0,0.0,0.0,1511.945018004372,16314.74832186713,3179.6565698343693,0.0,0.0,0.0,21006.34990970587
t133,0.0,0.0,0.0,0.0,1360.593287308574,15576.616451412141,3044.553755847435,0.0,0.0,0.0,19981.76349456815
t134,0.0,0.0,0.0,0.0,1383.9591272324453,30389.206459081135,3472.9416729779996,0.0,0.0,0.0,35246.10725929158
t135,0.0,0.0,0.0,0.0,540.3447133142984,0.0,2623.5619023829945,0.0,0.0,0.0,3163.906615697293
t136,0.0,0.0,0.0,0.0,827.7755215002734,5683.896468594073,5032.842499198284,0.0,0.0,0.0,11544.51448929263
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t138,0.0,0.0,0.0,0.0,0.0,0.0,167.57435261633873,0.0,0.0,0.0,167.57435261633873
t139,0.0,0.0,0.0,0.0,0.0,0.0,207.1893713756017,0.0,0.0,0.0,207.1893713756017
t140,0.0,0.0,0.0,0.0,0.0,0.0,52.00058543617888,0.0,0.0,0.0,52.00058543617888
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t143,0.0,0.0,0.0,0.0,0.0,0.0,367.0541090904562,0.0,0.0,0.0,367.0541090904562
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t147,0.0,0.0,0.0,0.0,0.0,0.0,204.15280812915535,0.0,0.0,0.0,204.15280812915535
t148,0.0,0.0,0.0,0.0,0.0,0.0,868.221649681781,0.0,0.0,0.0,868.221649681781
t149,0.0,0.0,0.0,0.0,0.0,0.0,503.5820750159837,0.0,0.0,0.0,503.5820750159837
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t153,0.0,0.0,0.0,0.0,600.8598844930693,6645.929030096171,2097.4142784589794,0.0,0.0,0.0,9344.203193048219
t154,0.0,0.0,0.0,0.0,1364.7653691923792,3383.1006713977367,1299.9732636145413,0.0,0.0,0.0,6047.839304204657
t155,0.0,0.0,0.0,3170.9206202963287,1663.2854978353998,14730.510728219873,1102.6206830680867,0.0,0.0,0.0,20667.33752941969
t156,0.0,0.0,0.0,0.0,1148.9637554030073,21251.076719379816,1268.9204283651911,0.0,0.0,0.0,23668.960903148014
t157,0.0,0.0,0.0,0.0,1285.5349948599458,45408.64515825108,1379.5297424231821,0.0,0.0,0.0,48073.70989553421
t158,0.0,0.0,0.0,0.0,1461.0522019417233,43843.29714578189,1411.7236355036175,0.0,0.0,0.0,46716.07298322723
t159,0.0,0.0,0.0,0.0,1657.163423828822,32450.95726076676,908.1774693292073,0.0,0.0,0.0,35016.29815392479
t160,0.0,0.0,0.0,0.0,1036.8889022493915,0.0,1889.2261624182074,0.0,0.0,0.0,2926.1150646675987
t161,0.0,0.0,0.0,0.0,493.2261833891373,0.0,0.0,0.0,0.0,0.0,493.2261833891373
t162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t165,0.0,0.0,0.0,0.0,0.0,0.0,154.99326630953146,0.0,0.0,0.0,154.99326630953146
t166,0.0,0.0,0.0,0.0,0.0,0.0,2248.7137052870667,0.0,0.0,0.0,2248.7137052870667
t167,0.0,0.0,0.0,0.0,0.0,0.0,4630.936804362351,0.0,0.0,0.0,4630.936804362351
t168,0.0,0.0,0.0,0.0,0.0,0.0,5027.022821183402,0.0,0.0,0.0,5027.022821183402
t169,0.0,0.0,0.0,0.0,0.0,0.0,5975.894931475057,0.0,0.0,0.0,5975.894931475057
t170,0.0,0.0,0.0,0.0,0.0,0.0,4746.684097226738,0.0,0.0,0.0,4746.684097226738
t171,0.0,0.0,0.0,0.0,0.0,0.0,4681.740816998119,0.0,0.0,0.0,4681.740816998119
t172,0.0,0.0,0.0,0.0,0.0,0.0,4774.256168273834,0.0,0.0,0.0,4774.256168273834
t173,0.0,0.0,0.0,0.0,0.0,0.0,4765.90572714231,0.0,0.0,0.0,4765.90572714231
t174,0.0,0.0,0.0,0.0,0.0,0.0,4847.186988481128,0.0,0.0,0.0,4847.186988481128
t175,0.0,0.0,0.0,0.0,0.0,0.0,5580.169381714044,0.0,0.0,0.0,5580.169381714044
t176,0.0,0.0,0.0,0.0,0.0,0.0,2358.334282820104,0.0,0.0,0.0,2358.334282820104
t177,0.0,0.0,0.0,0.0,2060.137724190693,8751.560579579564,8275.294729205565,0.0,0.0,0.0,19086.99303297582
t178,0.0,0.0,0.0,0.0,1674.9467579428483,23717.39412832096,8849.81327592684,0.0,0.0,0.0,34242.15416219065
t179,0.0,0.0,0.0,0.0,2079.3149887216464,27132.69888279918,6881.377822769823,0.0,0.0,0.0,36093.39169429065
t180,0.0,0.0,0.0,0.0,2103.646962387792,13522.32424193529,6277.853498253053,0.0,0.0,0.0,21903.824702576134
t181,0.0,0.0,0.0,0.0,2033.3925046914585,39025.27793857155,5007.393138814506,0.0,0.0,0.0,46066.06358207751
t182,0.0,0.0,0.0,0.0,2094.3545498732833,11381.205973741657,5875.5749771212895,0.0,0.0,0.0,19351.13550073623
t183,0.0,0.0,0.0,0.0,2381.3318163023246,9757.093978048695,7884.470194954085,0.0,0.0,0.0,20022.895989305107
t184,0.0,0.0,0.0,0.0,1098.3814994176987,19885.89968052072,8827.461779636677,0.0,0.0,0.0,29811.742959575095
t185,0.0,0.0,0.0,0.0,1742.1773323536916,0.0,7577.027176833858,0.0,0.0,0.0,9319.20450918755
t186,0.0,0.0,0.0,0.0,0.0,0.0,3912.503491633812,0.0,0.0,0.0,3912.503491633812
t187,0.0,0.0,0.0,0.0,0.0,0.0,4355.047404502495,0.0,0.0,0.0,4355.047404502495
t188,0.0,0.0,0.0,0.0,0.0,0.0,3113.34692184943,0.0,0.0,0.0,3113.34692184943
t189,0.0,0.0,0.0,0.0,0.0,0.0,2524.426564248839,0.0,0.0,0.0,2524.426564248839
t190,0.0,0.0,0.0,0.0,0.0,0.0,1691.7053133404797,0.0,0.0,0.0,1691.7053133404797
t191,0.0,0.0,0.0,0.0,0.0,0.0,1709.5464790447177,0.0,0.0,0.0,1709.5464790447177
t192,0.0,0.0,0.0,0.0,0.0,0.0,575.3465414588454,0.0,0.0,0.0,575.3465414588454
t193,0.0,0.0,0.0,0.0,0.0,0.0,662.3183336985876,0.0,0.0,0.0,662.3183336985876
t194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t198,0.0,0.0,0.0,0.0,0.0,0.0,235.98915522960488,0.0,0.0,0.0,235.98915522960488
t199,0.0,0.0,0.0,0.0,0.0,0.0,124.32820898631599,0.0,0.0,0.0,124.32820898631599
t200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t201,0.0,0.0,0.0,0.0,234.83014964727877,3022.8834205422954,4621.0224729480105,0.0,0.0,0.0,7878.736043137585
t202,0.0,0.0,0.0,0.0,79.6325785227406,15407.139553848214,4850.593270402908,0.0,0.0,0.0,20337.365402773863
t203,0.0,0.0,0.0,0.0,43.087079886860245,7204.945919259026,3983.9957241518973,0.0,0.0,0.0,11232.028723297783
t204,0.0,0.0,0.0,0.0,68.53163734491041,35731.94835389612,2447.904377535354,0.0,0.0,0.0,38248.38436877639
t205,0.0,0.0,0.0,0.0,41.64173948394698,13826.177692035199,1660.173521632783,0.0,0.0,0.0,15527.992953151928
t206,0.0,0.0,0.0,1966.330027729793,163.76624525203843,53628.416323294885,1970.4914981700526,0.0,0.0,0.0,57729.00409444676
t207,0.0,0.0,0.0,0.0,549.113745945315,16974.896115887626,3229.2038434003425,0.0,0.0,0.0,20753.213705233284
t208,0.0,0.0,0.0,0.0,477.86047268435345,0.0,4288.879540707199,0.0,0.0,0.0,4766.740013391553
t209,0.0,0.0,0.0,0.0,1058.4606094440355,0.0,5593.172085732962,0.0,0.0,0.0,6651.632695176997
t210,0.0,0.0,0.0,0.0,0.0,0.0,4218.262327488028,0.0,0.0,0.0,4218.262327488028
t211,0.0,0.0,0.0,0.0,0.0,0.0,4667.115828642274,0.0,0.0,0.0,4667.115828642274
t212,0.0,0.0,0.0,0.0,0.0,0.0,6144.3003469780415,0.0,0.0,0.0,6144.3003469780415
t213,0.0,0.0,0.0,0.0,0.0,0.0,5474.321413112839,0.0,0.0,0.0,5474.321413112839
t214,0.0,0.0,0.0,0.0,0.0,0.0,6782.8600312714625,0.0,0.0,0.0,6782.8600312714625
t215,0.0,0.0,0.0,0.0,0.0,0.0,7550.579066935303,0.0,0.0,0.0,7550.579066935303
t216,0.0,0.0,0.0,0.0,0.0,0.0,7524.824848497878,0.0,0.0,0.0,7524.824848497878
t217,0.0,0.0,0.0,0.0,0.0,0.0,7439.037535229563,0.0,0.0,0.0,7439.037535229563
t218,0.0,0.0,0.0,0.0,0.0,0.0,7205.596117664281,0.0,0.0,0.0,7205.596117664281
t219,0.0,0.0,0.0,0.0,0.0,0.0,7653.675010315876,0.0,0.0,0.0,7653.675010315876
t220,0.0,0.0,0.0,0.0,0.0,0.0,7394.054191559957,0.0,0.0,0.0,7394.054191559957
t221,0.0,0.0,0.0,0.0,0.0,0.0,6333.965726884968,0.0,0.0,0.0,6333.965726884968
t222,0.0,0.0,0.0,0.0,0.0,0.0,6722.260850020126,0.0,0.0,0.0,6722.260850020126
t223,0.0,0.0,0.0,0.0,0.0,0.0,6771.631235373077,0.0,0.0,0.0,6771.631235373077
t224,0.0,0.0,0.0,0.0,0.0,0.0,6627.759779816968,0.0,0.0,0.0,6627.759779816968
t225,0.0,0.0,0.0,0.0,1799.0354370961343,3103.2604851838423,10589.514301550596,0.0,0.0,0.0,15491.810223830573
t226,0.0,0.0,0.0,0.0,339.7201384848397,21724.946597746653,10765.723716189174,0.0,0.0,0.0,32830.39045242067
t227,0.0,0.0,0.0,0.0,618.6996798434026,76.08060525967448,9800.900344179774,0.0,0.0,0.0,10495.680629282851
t228,0.0,0.0,0.0,0.0,801.7884680342444,39730.0233640988,9385.134555166536,0.0,0.0,0.0,49916.946387299584
t229,0.0,0.0,0.0,0.0,1076.7907536907385,39818.11654228971,6834.496058043668,0.0,0.0,0.0,47729.403354024114
t230,0.0,0.0,0.0,0.0,1091.2393366596568,6488.908388662989,6530.438976204843,0.0,0.0,0.0,14110.586701527489
t231,0.0,0.0,0.0,0.0,1497.56557741888,28996.20842145297,8323.889938554388,0.0,0.0,0.0,38817.66393742624
t232,0.0,0.0,0.0,0.0,1663.9718238640398,0.0,9212.670256439727,0.0,0.0,0.0,10876.642080303767
t233,0.0,0.0,0.0,0.0,2043.7921031691876,0.0,7307.036314991702,0.0,0.0,0.0,9350.82841816089
t234,0.0,0.0,0.0,0.0,0.0,0.0,7289.582204564276,0.0,0.0,0.0,7289.582204564276
t235,0.0,0.0,0.0,0.0,0.0,0.0,7623.17690524661,0.0,0.0,0.0,7623.17690524661
t236,0.0,0.0,0.0,0.0,0.0,0.0,7527.365140620279,0.0,0.0,0.0,7527.365140620279
t237,0.0,0.0,0.0,0.0,0.0,0.0,7809.221248362428,0.0,0.0,0.0,7809.221248362428
t238,0.0,0.0,0.0,0.0,0.0,0.0,7955.9571867909435,0.0,0.0,0.0,7955.9571867909435
t239,0.0,0.0,0.0,0.0,0.0,0.0,7320.881801083977,0.0,0.0,0.0,7320.881801083977
